vin,fuel_type,engine_volume
1g6kh5e66bu148342,Gasoline,4.6
1g6kh5e60bu149373,Gasoline,4.6
3gnmcfe06bg331644,Flexible Fuel Vehicle (FFV),5.3
1gys4bef8br254988,Flexible Fuel Vehicle (FFV),6.2
kl1td5de7bb227320,Gasoline,1.6
1g6kh5e65bu125392,Gasoline,4.6
1g1pe5s91b7258023,Gasoline,1.4
1g6da5ey8b0142094,Gasoline,3
5gakrced1bj117550,Gasoline,3.6
3gyfnbey4bs585063,Gasoline,3
1g1pd5sh0b7160949,Gasoline,1.8
1g6kh5e64bu141017,Gasoline,4.6
2g1fa1ed6b9157011,Gasoline,3.6
3gnbabfw9bs598394,Flexible Fuel Vehicle (FFV),2.2
2g1wg5ek4b1309337,Flexible Fuel Vehicle (FFV),3.5
1b3bd4fb8bn509645,Gasoline,2.4
1gnkrjed7bj276146,Gasoline,3.6
1g1za5e12bf287370,Gasoline,2.4
1g1zc5euxbf377466,Flexible Fuel Vehicle (FFV),2.4
1gnkrged8bj321453,Gasoline,3.6
2g1wg5ek3b1280252,Flexible Fuel Vehicle (FFV),3.5
2g1wf5ek9b1214212,Flexible Fuel Vehicle (FFV),3.5
2cnaldec0b6317482,Gasoline,2.4
1gnkreed8bj350424,Gasoline,3.6
1gnscae03br180451,Flexible Fuel Vehicle (FFV),5.3
2b3cl5ct6bh615921,Gasoline,5.7
1g1zc5e12bf343589,Gasoline,2.4
3gnbabfw1bs635549,Flexible Fuel Vehicle (FFV),2.2
3gnbaafw7bs623741,Flexible Fuel Vehicle (FFV),2.2
2b3cj5dt2bh564888,Gasoline,5.7
2g1wf5ek9b1260199,Flexible Fuel Vehicle (FFV),3.5
1g1za5e16bf317339,Gasoline,2.4
1b3cb5ha7bd116195,Gasoline,2.0
1gnkrged8bj340035,Gasoline,3.6
1g1za5e17bf225513,Gasoline,2.4
1g1za5e10bf354547,Gasoline,2.4
1b3cb5ha4bd168271,Gasoline,2.0
1g1za5e10bf347954,Gasoline,2.4
2g1wc5em3b1200672,Flexible Fuel Vehicle (FFV),3.9
3gnbaafw8bs638426,Flexible Fuel Vehicle (FFV),2.2
2b3cl3cg5bh584765,Gasoline,3.6
1b3cb5ha6bd294065,Gasoline,2.0
2g1wg5ek8b1262460,Flexible Fuel Vehicle (FFV),3.5
2g1wg5ek2b1305688,Flexible Fuel Vehicle (FFV),3.5
2g1wg5ek9b1288033,Flexible Fuel Vehicle (FFV),3.5
1gnkvged3bj395665,Gasoline,3.6
1g1zc5eu9bf295809,Flexible Fuel Vehicle (FFV),2.4
1b3bd4fb3bn578372,Gasoline,2.4
2cnaldec1b6287330,Gasoline,2.4
1ftfw1cf5bfd09218,Gasoline,5.0
1fmhk7d86bga85938,Gasoline,3.5
3d4pg1fg1bt530975,Gasoline,3.6
2d4rn4dg1br773465,Gasoline,3.6
1d4pu5gk0bw564998,Gasoline,3.7
1ftfw1ct5bke08814,Gasoline,3.5
1fmcu0eg5bka16950,Gasoline,3.0
2d4rn3dg6br500161,Gasoline,3.6
1fmcu9d72bka87254,Gasoline,2.5
1fmhk7b88bga45654,Gasoline,3.5
2d4rn3dg3br777320,Gasoline,3.6
2fmdk3gc9bba57176,Gasoline,3.5
2d4rn7dg9br743194,Gasoline,3.6
1ftew1cm6bfc04679,Gasoline,3.7
1fmcu0d70bkb72279,Gasoline,2.5
2fmdk4kc6bbb43509,Gasoline,3.5
2d4rn4dg1br731524,Gasoline,3.6
2d4rn5dg0br792451,Gasoline,3.6
1fmcu0d7xbka99275,Gasoline,2.5
1fmhk8f81bga17954,Gasoline,3.5
2fmdk3gc9bba42144,Gasoline,3.5
1fmcu9eg5bka52626,Gasoline,3.0
1fmcu0dg9bkc12763,Gasoline,3.0
1fmju2a53bef19625,Gasoline,5.4
1fmcu9c79bka56908,Gasoline,2.5
1fmcu0c75bkb34838,Gasoline,2.5
1fmcu0c78bkb92815,Gasoline,2.5
2fmdk4jc6bbb55693,Gasoline,3.5
3d4pg1fg2bt527003,Gasoline,3.6
2fmdk4kcxbba60794,Gasoline,3.5
2fmdk3kc4bba59232,Gasoline,3.5
1ftfw1cf8bfb97739,Gasoline,5.0
1ftfw1ct3bfc85796,Gasoline,3.5
1fmcu0d76bka81257,Gasoline,2.5
1fmcu0dg4bkc71252,Gasoline,3.0
2fmhk6dc5bbd12221,Gasoline,3.5
3fahp0ga8br298562,Gasoline,2.5
3fahp0ga0br168114,Gasoline,2.5
3fahp0ja5br244032,Gasoline,2.5
2fmhk6dc9bbd34822,Gasoline,3.5
3fahp0ha2br174026,Gasoline,2.5
3fadp4bj2bm115599,Gasoline,1.6
3fahp0ga5br239923,Gasoline,2.5
3fahp0ha4br180166,Gasoline,2.5
1zvbp8cf8b5158141,Gasoline,5.0
3fahp0ha7br323336,Gasoline,2.5
3fahp0cg6br170458,Gasoline,3.0
1ftfw1et9bfb07369,Gasoline,3.5
3fahp0ja9br212605,Gasoline,2.5
1ft7x2bt9beb07311,Diesel,6.7
1ftfw1ef3bfd26161,Gasoline,5.0
1ftfw1ef1bfd23923,Gasoline,5.0
1ftfw1ef2bkd40799,Gasoline,5.0
3fahp0ha9br154050,Gasoline,2.5
3fahp0ga8br268672,Gasoline,2.5
1ftfw1ef4bfa06069,Gasoline,5.0
1ft7w2b6xbeb09064,Gasoline,6.2
1zvbp8em8b5100123,Gasoline,3.7
1ftfw1ef0bfd07552,Gasoline,5.0
1fahp3en0bw141256,Gasoline,2.0
3fahp0ha2br244446,Gasoline,2.5
1ftfw1efxbkd72402,Gasoline,5.0
1ftfw1et2bfd35410,Gasoline,3.5
3fahp0ha7br124996,Gasoline,2.5
3fahp0gaxbr293105,Gasoline,2.5
3fahp0ha2br321798,Gasoline,2.5
1ftfw1ef7bfa88976,Gasoline,5.0
3fadp4bj6bm143227,Gasoline,1.6
1ft7w2bt7bec89710,Diesel,6.7
3fahp0ha5br184372,Gasoline,2.5
1ftfw1r64bfa00153,Gasoline,6.2
1zvbp8cf5b5121970,Gasoline,5.0
1ftfw1ef8bfc89186,Gasoline,5.0
3fahp0ga4br293102,Gasoline,2.5
3fahp0ha1br180108,Gasoline,2.5
3fadp4bjxbm180328,Gasoline,1.6
1ftfw1ef3bfa18293,Gasoline,5.0
2g11y5sl8e9256751,Gasoline,2.5
2gnalcek5e6325434,Gasoline,2.4
1g1pg5sb6e7360435,Gasoline,1.4
1g1pg5sb8e7275421,Gasoline,1.4
2g11x5slxe9244636,Gasoline,2.5
1g1pg5sb4e7395085,Gasoline,1.4
2g11x5sl7e9247025,Gasoline,2.5
1g1pg5sb1e7389387,Gasoline,1.4
1g1115slxeu143133,Gasoline,2.5
2g11x5sl6e9229809,Gasoline,2.5
1g1pg5sb6e7277569,Gasoline,1.4
2g11x5sl5e9244785,Gasoline,2.5
2gnalcek1e6272084,Gasoline,2.4
2g11x5sl2e9245117,Gasoline,2.5
2gnalaek5e6252201,Gasoline,2.4
1gcwgfca2e1129372,Gasoline,4.8
2g11x5sl3e9245854,Gasoline,2.5
2gnalcek5e6131647,Gasoline,2.4
1gazg1fg6e1186215,Gasoline,6
2g11x5slxe9264708,Gasoline,2.5
1g1pg5sb8e7211475,Gasoline,1.4
2g11x5sl4e9246219,Gasoline,2.5
2g11x5sl1e9245304,Gasoline,2.5
1g1pg5sb8e7282367,Gasoline,1.4
2g1115sl7e9270905,Gasoline,2.5
1g1pg5sb6e7379910,Gasoline,1.4
1g1pg5sb5e7273884,Gasoline,1.4
2g11x5slxe9242160,Gasoline,2.5
1g1pg5sb5e7278616,Gasoline,1.4
1g1pg5sb0e7369759,Gasoline,1.4
1g1pg5sbxe7118716,Gasoline,1.4
2g11x5sl1e9241222,Gasoline,2.5
1hgcp2f70ba049075,Gasoline,2.4
1fahp2ew2bg146701,Gasoline,3.5
nm0ls7bn7bt042799,Gasoline,2.0
nm0ks9cnxbt071123,Gasoline,2.0
1fahp2kt3bg188286,Gasoline,3.5
1fahp2dw1bg147582,Gasoline,3.5
nm0ls6bn6bt054467,Gasoline,2.0
5j6tf1h55bl003280,Gasoline,3.474057568
1ftkr1ad8bpa58504,Gasoline,2.3
jhlre4h75bc007841,Gasoline,2.359737216
2hgfa1f5xbh532243,Gasoline,1.802577040
19xfa1f33be014905,Gasoline,1.802577040
1gkkvsed6bj147507,Gasoline,3.6
jhlre3h42bc001852,Gasoline,2.359737216
2hgfa1f53bh303998,Gasoline,1.802577040
1gks2eef4br247327,Flexible Fuel Vehicle (FFV),6.2
1ftkr1ad6bpb01897,Gasoline,2.3
2hgfa1f96bh519699,Gasoline,1.802577040
5j6re3h59bl012377,Gasoline,2.359737216
1hgcp2f63ba078156,Gasoline,2.359737216
nm0ls7bn0bt043583,Gasoline,2.0
5j6re4h42bl070005,Gasoline,2.359737216
nm0ls7bn1bt045939,Gasoline,2.0
jhlre3h45bc014322,Gasoline,2.359737216
jn8as1mu9bm711889,Gasoline,3.5
jn8as1mw7bm734038,Gasoline,3.5
kmhcn4ac9bu604538,Gasoline,1.6
5fnyf4h47bb024042,Gasoline,3.474057568
5npeb4acxbh093938,Gasoline,2.4
5npeb4ac4bh244725,Gasoline,2.4
jn1dv6ar6bm651652,Gasoline,2.5
kmhcn4ac0bu605898,Gasoline,1.6
jn1dv6ap9bm604047,Gasoline,2.5
5npeb4ac2bh211819,Gasoline,2.4
5npec4ac1bh006277,Gasoline,2.4
jn1dv6ap9bm604002,Gasoline,2.5
km8nu4cc7bu139394,Gasoline,3.8
km8jt3ab8bu121556,Gasoline,2.0
jn8as1mw1bm733628,Gasoline,3.5
5npdh4ae5bh003056,Gasoline,1.8
jn1dv6apxbm601514,Gasoline,2.5
