vin,fuel_type,engine_volume
1fadp3f20dl270413,Gasoline,2.0
3fa6p0hr9dr107973,Gasoline,1.6
3fa6p0g72dr162068,Gasoline,2.5
1fadp3f2xdl212650,Gasoline,2.0
1fadp3n2xdl198928,Gasoline,2.0
1fadp3f20dl165130,Gasoline,2.0
3fa6p0h70dr156624,Gasoline,2.5
3fa6p0h7xdr183474,Gasoline,2.5
3fa6p0h79dr176368,Gasoline,2.5
3fa6p0hr0dr166653,Gasoline,1.6
3fa6p0h72dr384155,Gasoline,2.5
3fa6p0g75dr179124,Gasoline,2.5
3fa6p0hrxdr272625,Gasoline,1.6
3fa6p0hr6dr234194,Gasoline,1.6
3fa6p0hr3dr155341,Gasoline,1.6
3fa6p0h7xdr213220,Gasoline,2.5
3fa6p0d99dr182808,Gasoline,2.0
3fa6p0hrxdr190474,Gasoline,1.6
3fa6p0h71dr233212,Gasoline,2.5
1fadp3f29dl234218,Gasoline,2.0
3fa6p0h74dr155539,Gasoline,2.5
3fa6p0h76dr140413,Gasoline,2.5
1fadp3j24dl151187,Gasoline,2.0
3fa6p0hr3dr198562,Gasoline,1.6
3fa6p0h71dr120506,Gasoline,2.5
3fa6p0h74dr108611,Gasoline,2.5
3fa6p0h71dr212179,Gasoline,2.5
3fa6p0h76dr187280,Gasoline,2.5
3fa6p0h73dr124301,Gasoline,2.5
3fa6p0h78dr182906,Gasoline,2.5
3fa6p0h9xdr360803,Gasoline,2.0
3fa6p0g7xdr162805,Gasoline,2.5
3fa6p0hr8dr337732,Gasoline,1.6
3fa6p0h79dr226170,Gasoline,2.5
3fa6p0hr4dr141352,Gasoline,1.6
3fa6p0h70dr195360,Gasoline,2.5
3fa6p0k96dr206680,Gasoline,2.0
3fa6p0h75dr150172,Gasoline,2.5
3fa6p0h76dr182936,Gasoline,2.5
3fa6p0k92dr280808,Gasoline,2.0
3fa6p0hr8dr218563,Gasoline,1.6
3fa6p0k93dr188770,Gasoline,2.0
3fa6p0h76dr329028,Gasoline,2.5
3fa6p0k91dr303236,Gasoline,2.0
3fa6p0h7xdr289097,Gasoline,2.5
3fa6p0h75dr214016,Gasoline,2.5
3fa6p0h79dr199990,Gasoline,2.5
3fa6p0k92dr271588,Gasoline,2.0
3fa6p0k97dr211998,Gasoline,2.0
3fa6p0hr8dr170014,Gasoline,1.6
3fa6p0luxdr202859,Gasoline,2.0
3fa6p0h95dr237961,Gasoline,2.0
3fa6p0k93dr132618,Gasoline,2.0
3fa6p0h76dr349232,Gasoline,2.5
3fa6p0lu7dr192548,Gasoline,2.0
3fa6p0hr9dr104829,Gasoline,1.6
3fa6p0hr3dr285734,Gasoline,1.6
3fa6p0h79dr132693,Gasoline,2.5
3fa6p0hr5dr132742,Gasoline,1.6
3fa6p0h71dr127343,Gasoline,2.5
3fa6p0hr8dr112341,Gasoline,1.6
3fa6p0hrxdr257252,Gasoline,1.6
3fa6p0k91dr152527,Gasoline,2.0
3fa6p0k9xdr102337,Gasoline,2.0
3fa6p0k95dr208033,Gasoline,2.0
1zvbp8em1d5280581,Gasoline,3.7
3fa6p0hr4dr233111,Gasoline,1.6
3fa6p0hr0dr107358,Gasoline,1.6
3fa6p0k98dr207703,Gasoline,2.0
3fa6p0hr8dr257217,Gasoline,1.6
3fa6p0hr0dr271404,Gasoline,1.6
3fa6p0h7xdr372559,Gasoline,2.5
3fa6p0hr3dr255875,Gasoline,1.6
3fa6p0h71dr291742,Gasoline,2.5
3fa6p0h72dr125343,Gasoline,2.5
3fa6p0hr0dr190547,Gasoline,1.6
nm0ks9bnxdt138405,Gasoline,2.0
1gkkrtkd2dj127398,Gasoline,3.6
1fahp2e85dg160239,Gasoline,3.5
1fahp2d8xdg102001,Gasoline,3.5
1gks2ce03dr298644,Flexible Fuel Vehicle (FFV),5.3
1hgcr2f37da258758,Gasoline,2.4
1fahp2e86dg128268,Gasoline,3.5
2hgfg3b81dh512668,Gasoline,1.802577040
1hgcr2f39da035993,Gasoline,2.4
1zvbp8cf7d5230983,Gasoline,5.0
1zvbp8am3d5263870,Gasoline,3.7
19xfb2f8xde235676,Gasoline,1.802577040
1fahp2e87dg141062,Gasoline,3.5
1gt125e88df206423,Diesel,6.6
2gkalmek6d6328201,Gasoline,2.4
1hgct1a7xda009375,Gasoline,2.4
1fahp2j81dg101792,Gasoline,3.5
1gtr2we75dz128052,Flexible Fuel Vehicle (FFV),5.3
1fahp2e89dg156386,Gasoline,3.5
2hgfb2f5xdh560050,Gasoline,1.802577040
2gkflvek4d6242350,Gasoline,2.4
1gks2ce08dr298591,Flexible Fuel Vehicle (FFV),5.3
1zvbp8em6d5280530,Gasoline,3.7
1gks2ce05dr297186,Flexible Fuel Vehicle (FFV),5.3
kmhct4ae2du456386,Gasoline,1.6
19xfb2f54de234061,Gasoline,1.802577040
kmhct4ae8du540082,Gasoline,1.6
2hgfb6e52dh701704,Gasoline,2.4
5fnyf4h51db032438,Gasoline,3.474057568
5j6rm4h74dl002904,Gasoline,2.4
kmhct5ae1du137471,Gasoline,1.6
5j6rm4h33dl031923,Gasoline,2.4
kmhct4ae3du556870,Gasoline,1.6
2hkrm4h72dh659663,Gasoline,2.4
5fnyf4h67db067946,Gasoline,3.474057568
kmhct4ae0du412516,Gasoline,1.6
kmhfh4jg2da313214,Gasoline,3.3
2hgfb2f54dh508574,Gasoline,1.802577040
5fnyf4h70db041939,Gasoline,3.474057568
jhmge8h55dc007401,Gasoline,1.491222824
19xfb2f52de205724,Gasoline,1.802577040
5j6rm3h73dl026296,Gasoline,2.4
kmhct5ae3du104830,Gasoline,1.6
5fnyf3h26db020169,Gasoline,3.474057568
kmhct4ae8du398669,Gasoline,1.6
2hgfb6e5xdh700168,Gasoline,2.4
jhmze2h3xds003970,Gasoline,1.343739248
19xfb2f9xde283526,Gasoline,1.802577040
kmhct4ae1du271536,Gasoline,1.6
5fnyf4h40db064658,Gasoline,3.474057568
5j6rm3h54dl012101,Gasoline,2.4
kmhct4ae5du395034,Gasoline,1.6
5fnyf4h69db014956,Gasoline,3.474057568
jhmge8h36dc043824,Gasoline,1.491222824
kmhct4ae6du538525,Gasoline,1.6
kmhct4ae1du455164,Gasoline,1.6
kmhct5ae0du131256,Gasoline,1.6
kmhfh4jg7da321938,Gasoline,3.3
19xfb2f53de289116,Gasoline,1.802577040
5uxwx9c55e0d39590,Gasoline,2.00
5gakrbkd2ej271641,Gasoline,3.6
wba3r1c57ek192963,Gasoline,3.0
5gakrbkd6ej208204,Gasoline,3.6
wba5a7c5xed613162,Gasoline,2.00
wbavm5c57evv93121,Gasoline,3.0
wba3n9c53ek245250,Gasoline,2.00
wba5m2c50ed085819,Gasoline,3.0
wba3r5c59ek187304,Gasoline,3.0
wba3n7c55ef719650,Gasoline,2.00
wbavl1c59evy22247,Gasoline,2.00
wbaxa5c53ed001527,Diesel,3
wbalm1c52ee634321,Gasoline,3.0
5gakrbkd3ej271311,Gasoline,3.6
wba3v5c52ep751275,Gasoline,2.00
wbakn9c59ed682279,Gasoline,4.4
wba3n3c59ek231382,Gasoline,2.00
wbavl1c52evy21487,Gasoline,2.00
5uxwx9c51e0d39294,Gasoline,2.00
5gakrbkd5ej206718,Gasoline,3.6
5gakrbkd2ej121688,Gasoline,3.6
5uxwx9c50e0d43966,Gasoline,2.00
wba3n3c55ek230858,Gasoline,2.00
wba3n3c53ek231605,Gasoline,2.00
5uxwx9c53e0d36381,Gasoline,2.00
5uxwx9c5xe0d37494,Gasoline,2.00
wba3r5c52ek187340,Gasoline,3.0
5gakvbkd1ej211426,Gasoline,3.6
5gakrbkd7ej297846,Gasoline,3.6
wbafv3c56ed686319,Diesel,3.0
1g4gb5g34ef203172,Gasoline,3.6
wba3n9c50ek246095,Gasoline,2.00
wbafv3c56ed686336,Diesel,3.0
wba5a7c5xed620158,Gasoline,2.00
wba3n3c55ek231587,Gasoline,2.00
5gakrbkd5ej271276,Gasoline,3.6
wba3n7c59ek220566,Gasoline,2.00
wba3n3c58ef710563,Gasoline,2.00
wba3r1c52ek192417,Gasoline,3.0
5gakrbkd1ej297101,Gasoline,3.6
wba3n3c57ek231543,Gasoline,2.00
wba5b1c59ed481375,Gasoline,3.0
5npdh4ae0dh292088,Gasoline,1.8
5npdh4ae9dh356161,Gasoline,1.8
5npdh4aexdh397897,Gasoline,1.8
5npdh4ae1dh440474,Gasoline,1.8
5npdh4ae8dh443811,Gasoline,1.8
5npdh4ae6dh384192,Gasoline,1.8
kmhdh4ae3du955574,Gasoline,1.8
5npdh4ae3dh171930,Gasoline,1.8
5npdh4ae1dh283769,Gasoline,1.8
5npdh4ae7dh282240,Gasoline,1.8
5npdh4aexdh333682,Gasoline,1.8
5npdh4aexdh374748,Gasoline,1.8
kmhdh4ae9du703005,Gasoline,1.8
kmhdh4ae3du728661,Gasoline,1.8
5npdh4ae2dh433601,Gasoline,1.8
5npdh4ae3dh371822,Gasoline,1.8
kmhdh4ae2du804550,Gasoline,1.8
5npdh4ae0dh331228,Gasoline,1.8
5npdh4ae2dh331618,Gasoline,1.8
5npdh4ae4dh362031,Gasoline,1.8
5npdh4ae5dh396799,Gasoline,1.8
5npdh4ae1dh331139,Gasoline,1.8
5npdh4ae0dh238662,Gasoline,1.8
5npdh4ae1dh307973,Gasoline,1.8
kmhd35le4du112646,Gasoline,1.8
5npdh4aexdh321127,Gasoline,1.8
kmhdh4ae1du813885,Gasoline,1.8
5xyzudlb4dg023331,Gasoline,2.4
5npdh4ae8dh342039,Gasoline,1.8
5npdh4ae2dh327469,Gasoline,1.8
kmhd35le7du083269,Gasoline,1.8
5npdh4ae1dh349706,Gasoline,1.8
5npdh4ae6dh386508,Gasoline,1.8
5npdh4ae0dh350443,Gasoline,1.8
5npdh4ae5dh368131,Gasoline,1.8
5npdh4ae4dh252807,Gasoline,1.8
5npdh4ae4dh308518,Gasoline,1.8
kmhd35le5du025936,Gasoline,1.8
5npdh4ae1dh328452,Gasoline,1.8
5npdh4ae2dh263238,Gasoline,1.8
5npdh4ae1dh360107,Gasoline,1.8
5npdh4ae2dh318139,Gasoline,1.8
5npdh4aexdh313173,Gasoline,1.8
kmhdh4ae4du659091,Gasoline,1.8
5npdh4ae5dh314635,Gasoline,1.8
5npdh4ae3dh277469,Gasoline,1.8
kmhgc4dd5du236177,Gasoline,3.8
5npdh4aexdh292602,Gasoline,1.8
kmhgc4dd2du209258,Gasoline,3.8
5npdh4ae9dh364955,Gasoline,1.8
5npdh4ae9dh444918,Gasoline,1.8
kmhd35le9du093365,Gasoline,1.8
5npdh4ae1dh253901,Gasoline,1.8
5xyzw3la2dg117218,Gasoline,2.0
5npdh4ae2dh242986,Gasoline,1.8
5npdh4ae2dh330579,Gasoline,1.8
kmhdh4ae6du533332,Gasoline,1.8
5npdh4aexdh332161,Gasoline,1.8
5npeb4ac5dh742578,Gasoline,2.4
5npeb4ac2dh712728,Gasoline,2.4
5npeb4acxdh741670,Gasoline,2.4
5npeb4ac4dh741924,Gasoline,2.4
5npeb4ac2dh610507,Gasoline,2.4
kmhec4a41da067661,Gasoline,2.4
5xyzu3lb5dg022540,Gasoline,2.4
5npeb4ac3dh721020,Gasoline,2.4
5npeb4ac5dh742466,Gasoline,2.4
kmhec4a4xda094681,Gasoline,2.4
kmhec4a41da094648,Gasoline,2.4
5npeb4ac7dh756613,Gasoline,2.4
5npeb4ac0dh641805,Gasoline,2.4
5npeb4ac9dh572063,Gasoline,2.4
5npeb4ac6dh734148,Gasoline,2.4
5npeb4ac3dh737931,Gasoline,2.4
5npeb4acxdh550394,Gasoline,2.4
5npeb4ac4dh708843,Gasoline,2.4
5npeb4ac6dh729581,Gasoline,2.4
kmhec4a40da094219,Gasoline,2.4
kmhec4a46da099523,Gasoline,2.4
kmhec4a48da094016,Gasoline,2.4
5npeb4ac3dh678797,Gasoline,2.4
5npeb4ac4dh763440,Gasoline,2.4
5npeb4acxdh757044,Gasoline,2.4
5npeb4ac0dh737689,Gasoline,2.4
5npeb4ac6dh740600,Gasoline,2.4
5npeb4ac0dh506680,Gasoline,2.4
5npeb4ac5dh739860,Gasoline,2.4
5npeb4ac4dh742345,Gasoline,2.4
5xyzw3la7dg061857,Gasoline,2.0
