vin,fuel_type,engine_volume
2g1wd58c989104264,,5.3
1gcgg25k581171350,Gasoline,6
2g1wb58k289221178,Flexible Fuel Vehicle (FFV),3.5
2g1wt58k489276244,Flexible Fuel Vehicle (FFV),3.5
1gcgg25k581172028,Gasoline,6
1g1pc5sb2e7121203,Gasoline,1.4
1g1zg57b58f158648,Gasoline,2.4
2c3ka33g28h272349,Gasoline,3.5
1b3lc76mx8n652941,Gasoline,3.5
1a8hx582x8f122013,Gasoline,5.7
2a8hr54p48r609888,Gasoline,3.8
2c3ka53g58h107441,Gasoline,3.5
1b3lc46k88n283204,Gasoline,2.4
1d7ha18n68j236783,Gasoline,4.7
1d8hn54p08b188061,Gasoline,3.8
1d7ha18258s533186,Gasoline,5.7
2b3ka43g78h267425,Gasoline,3.5
2b3ka43r18h263016,Gasoline,2.7
1ftse34l88db60535,Gasoline,5.4
2fmdk48c98bb26350,Gasoline,3.5
1d7hu18218j228488,Gasoline,5.7
1ftrf12298kd58725,Gasoline,4.2
1fmeu73e78ua03309,Gasoline,4.0
1ftpw14v88fc29818,Flexible Fuel Vehicle (FFV),5.4
1ftsw21r88ec57602,Diesel,6.40
1ftsw21r08ed78267,Diesel,6.40
1ftsw21r48ee41550,Diesel,6.40
1ftsx21r28ed26152,Diesel,6.40
3fahp07z48r209794,Gasoline,2.3
2gtek19c281106520,,4.8
1gker13728j291671,Gasoline,3.6
2gtek133681299103,Flexible Fuel Vehicle (FFV),5.3
jhlre38598c011604,Gasoline,2.359737216
1hgcp26868a009133,Gasoline,2.4
1hgcp26438a018286,Gasoline,2.359737216
1hgcp36808a023955,Gasoline,3.474057568
5fnyf28208b000080,Gasoline,3.474057568
1j8ft28wx8d647556,Gasoline,2.4
5n3aa08c68n908678,Gasoline,5.6
sajwa82b58sh19527,Gasoline,4.2
jnkcv64e38m116268,Gasoline,3.7
jthbj46gx82191782,Gasoline,3.5
kndjd735785860758,Gasoline,3.3
jthbj46gx82167854,Gasoline,3.5
knage124185212259,Gasoline,2.7
jthbk262485076048,Gasoline,2.5
jthbl46f685057285,Gasoline,4.6
jthbl46f185080912,Gasoline,4.6
wmwmm33598tp70719,Gasoline,1.6
jm3er293680175554,Gasoline,2.3
wdddj72xx8a124130,Gasoline,5.5
wddgf54x98f048743,Gasoline,3.0
wddgf54x28f192764,Gasoline,3.0
wddng86x68a168306,Gasoline,5.5
4jgbf22e08a409483,Diesel,3.0
wddng71x38a220265,Gasoline,5.5
1n4ba41e18c833362,Gasoline,3.5
jn8as58v48w128377,Gasoline,2.5
1n4ba41ex8c830024,Gasoline,3.5
1n4al24e68c178427,Gasoline,2.5
jn8as58t18w002167,Gasoline,2.5
3n1ab61e08l692158,Gasoline,2.0
1g2zg57b384196418,Gasoline,2.4
