vin,fuel_type,engine_volume
jthbf1d2xe5018846,Gasoline,2.5
jthbf1d27e5017413,Gasoline,2.5
jthbf1d21e5037396,Gasoline,2.5
kndjp3a50e7013891,Gasoline,2.0
kndpb3ac3e7580264,Gasoline,2.4
jthbk1gg0e2134903,Gasoline,3.5
jthkd5bh9e2199962,Gasoline,1.8
jthbf1d20e5004227,Gasoline,2.5
jthkd5bh6e2176395,Gasoline,1.8
jthbk1gg1e2126955,Gasoline,3.5
jthbf1d20e5013882,Gasoline,2.5
jthbk1gg4e2123094,Gasoline,3.5
jthbe1bl6e5039854,Gasoline,3.5
kndjp3a53e7018843,Gasoline,2.0
kndpb3ac2e7560961,Gasoline,2.4
kndpbcac9e7614532,Gasoline,2.4
jthbk1gg7e2111862,Gasoline,3.5
1lnhl9ft1eg605039,Gasoline,3.5
jthbk1gg1e2114689,Gasoline,3.5
2t2zk1ba8ec139783,Gasoline,3.5
jthbe1bl5e5041627,Gasoline,3.5
kndjp3a5xe7066310,Gasoline,2.0
jthbk1gg6e2113974,Gasoline,3.5
jthbk1gg9e2085720,Gasoline,3.5
kndjp3a53e7015294,Gasoline,2.0
1lnhl9ekxeg608451,Gasoline,3.7
jthbf1d24e5013612,Gasoline,2.5
kndpbcacxe7628875,Gasoline,2.4
jthbe1bl2e5037910,Gasoline,3.5
jthbf1d27e5023518,Gasoline,2.5
3ln6l2jk3er802901,Gasoline,3.7
5lmjj2j58eel05126,Gasoline,5.4
3ln6l2gk1er820854,Gasoline,3.7
3ln6l2gk2er830552,Gasoline,3.7
3ln6l2lu6er804477,Gasoline,2.0
wmwxm7c59et969902,Gasoline,2.0
3ln6l2lu7er804424,Gasoline,2.0
3ln6l2gk7er827954,Gasoline,3.7
3ln6l2gk4er820914,Gasoline,3.7
jm3ke2dy0e0418062,Gasoline,2.5
3ln6l2j95er819261,Gasoline,2.0
wmwzc3c54ewp51787,Gasoline,1.6
jm1de1ky0e0171947,,1.5
2lmdj6jk8ebl08122,Gasoline,3.7
3ln6l2gk5er820968,Gasoline,3.7
wmwzc3c57ewp28245,Gasoline,1.6
3ln6l2lu0er817256,Gasoline,2.0
jm1gj1u63e1159502,Gasoline,2.5
3ln6l2g94er833448,Gasoline,2.0
wddgf4hb0ea960131,Gasoline,1.8
wddgf4hb3ea937507,Gasoline,1.8
wddhf5kb0eb033692,Gasoline,3.5
wddgf8ab9er312242,Gasoline,3.5
wddhf8jb9eb042765,Gasoline,3.5
wdcgg5hb6eg163175,Gasoline,3.5
wddgf4hb6eg256514,Gasoline,1.8
jm1nc2mf6e0235646,,2.0
wddhf5kb5ea886823,Gasoline,3.5
wdcgg0eb5eg221428,Diesel,2.2
wddhf5kb3ea948686,Gasoline,3.5
wddhf8jb3ea812920,Gasoline,3.5
wddhf9bb9ea783590,Gasoline,4.7
wddgf4hb8eg256692,Gasoline,1.8
wddgf4hb1ea953589,Gasoline,1.8
wddhf8jb1ea967935,Gasoline,3.5
wddgf4hbxea959679,Gasoline,1.8
wddgf4hb8ea930911,Gasoline,1.8
wddgf4hb3er306810,Gasoline,1.8
wddhf8jb0ea991305,Gasoline,3.5
wddsj4eb5en060766,Gasoline,2.0
wddgf4hb0eg219734,Gasoline,1.8
wddgj4hb8eg289142,Gasoline,1.8
wddsj4eb5en045412,Gasoline,2.0
wddgf4hb6er302038,Gasoline,1.8
1n4al3ap7ec137831,Gasoline,2.5
1n4al3ap1ec315362,Gasoline,2.5
ja32u2fu5eu009567,Gasoline,2.0
1n4al3ap4en336307,Gasoline,2.5
1n4al3apxen352995,Gasoline,2.5
4a4ap4au0ee003136,Gasoline,2.0
1n4al3ap0en215435,Gasoline,2.5
1n4al3apxen247647,Gasoline,2.5
1n4al3ap8ec158283,Gasoline,2.5
1n4al3ap8en360741,Gasoline,2.5
1n4al3apxec400006,Gasoline,2.5
1n4al3ap6en336521,Gasoline,2.5
ml32a3hj4eh011616,Gasoline,1.2
ml32a3hj4eh004102,Gasoline,1.2
4jgda5jb4ea331124,Gasoline,3.5
wddpk4ha8ef079893,Gasoline,1.8
1n4al3ap4ec281837,Gasoline,2.5
4jgda5hb6ea297130,Gasoline,3.5
4a4ap4au4ee012311,Gasoline,2.0
1n4al3ap5en219173,Gasoline,2.5
jn1az4eh3em631005,Gasoline,3.70
1n4al3ap5ec202515,Gasoline,2.5
1n4al3ap3ec419559,Gasoline,2.5
1n4al3ap3en253046,Gasoline,2.5
ja4az3a30ez002767,Gasoline,2.4
1n4al3ap2en337505,Gasoline,2.5
1n4al3apxec426251,Gasoline,2.5
4a4ap4au0ee009826,Gasoline,2.0
1n4al3ap0en366873,Gasoline,2.5
1n4al3ap1en337303,Gasoline,2.5
ja32u2fu2eu018890,Gasoline,2.0
1n4al3ap1ec283304,Gasoline,2.5
1n4al3apxec170340,Gasoline,2.5
ml32a4hj3eh004243,Gasoline,1.2
1n4al3ap5ec180953,Gasoline,2.5
ja4ad2a37ez006677,Gasoline,2.4
1n4al3ap7ec272579,Gasoline,2.5
1n4al3ap9ec120805,Gasoline,2.5
4a4ap3au2ee029103,Gasoline,2.0
1n4al3ap5ec156684,Gasoline,2.5
1n4al3ap5en352810,Gasoline,2.5
1n4al3ap8ec291299,Gasoline,2.5
1n4aa5ap9ec494770,Gasoline,3.5
jn8af5mr0et359190,Gasoline,1.6
jn8az2kr4et350338,Gasoline,1.8
1n4aa5ap3ec479133,Gasoline,3.5
1n4aa5apxec457419,Gasoline,3.5
1n4al3apxec152601,Gasoline,2.5
1n4al3ap6en227833,Gasoline,2.5
1n4al3ap6ec266501,Gasoline,2.5
1n4al3ap5ec137018,Gasoline,2.5
1n4al3ap4en260099,Gasoline,2.5
