vin,fuel_type,engine_volume
kndpb3a26c7211340,Gasoline,2.4
3lnhl2gc1cr811201,Gasoline,3.5
jthcl5ef0c5013352,Gasoline,4.6
2t2zk1ba1cc079665,Gasoline,3.5
2t2zk1ba4cc081751,Gasoline,3.5
jthbk1eg0c2480577,Gasoline,3.5
3lnhl2jc7cr837729,Gasoline,3.5
jthbk1eg8c2482870,Gasoline,3.5
jthbf5c23c5165774,Gasoline,2.5
3lnhl2jc9cr803310,Gasoline,3.5
1lnhl9er3cg801096,Gasoline,3.7
3lnhl2jc2cr813306,Gasoline,3.5
jthbf5c21c5176210,Gasoline,2.5
2t2zk1ba4cc086674,Gasoline,3.5
2t2bk1ba8cc123100,Gasoline,3.5
2lmhj5at4cbl52118,Gasoline,3.5
jthbf5c22c5184381,Gasoline,2.5
3lnhl2gc4cr802184,Gasoline,3.5
3lndl2l36cr803566,Gasoline,2.5
jtjbm7fx0c5049245,Gasoline,4.6
jthcl5ef2c5014826,Gasoline,4.6
3lnhl2gc9cr800723,Gasoline,3.5
2t2bk1ba8cc135103,Gasoline,3.5
2t2zk1ba3cc083815,Gasoline,3.5
3lnhl2gc1cr816267,Gasoline,3.5
3lnhl2jc0cr819024,Gasoline,3.5
3lnhl2jc4cr816742,Gasoline,3.5
3lnhl2jc5cr815793,Gasoline,3.5
3lnhl2gc7cr833753,Gasoline,3.5
jthbf5c24c5183524,Gasoline,2.5
1lnhl9er7cg805491,Gasoline,3.7
3lndl2l37cr807822,Gasoline,2.5
3lnhl2jc1cr832106,Gasoline,3.5
2t2zk1ba5cc073013,Gasoline,3.5
jthbk1eg4c2506453,Gasoline,3.5
3lnhl2jc5cr839334,Gasoline,3.5
5lmjj2j55cel01418,Gasoline,5.4
jthbf5c25c5158499,Gasoline,2.5
1yvhz8ch5c5m34599,,2.5
jm3tb3ca0c0349748,,3.7
jm3er2bm4c0412733,Gasoline,2.5
jm1cw2dl3c0121086,,2.5
1yvhz8ch6c5m18217,,2.5
jm3tb3cv8c0364355,,3.7
1yvhz8eh2c5m00276,,2.5
jm1bl1v51c1500371,Gasoline,2.50
jm1bl1v77c1533215,Gasoline,2.0
1yvhz8eh0c5m07663,,2.5
1yvhz8bh7c5m07244,,2.5
1yvhz8dh4c5m01186,,2.5
wddgj4hb6cf738093,Gasoline,1.8
1yvhz8bh3c5m42220,,2.5
wmwsv3c51ct386155,Gasoline,1.6
