vin,fuel_type,engine_volume
1ftne1ew1cda38635,Gasoline,4.6
1ft8w3dt1ceb32666,Diesel,6.7
1fmcu0c73ckb45046,Gasoline,2.5
1fmcu4k30ckb21809,Gasoline,2.5
2fmdk3jc8cba87585,Gasoline,3.5
1fmcu9eg9ckc39563,Gasoline,3.0
1fmcu0d79ckc58238,Gasoline,2.5
1fmhk8f88cga35045,Gasoline,3.5
1fmcu9dg6cka30136,Gasoline,3.0
1fmhk8d84cga39709,Gasoline,3.5
1fmhk7b87cga96550,Gasoline,3.5
1fmhk8d81cga13262,Gasoline,3.5
1ft7w2bt9cea95682,Diesel,6.7
1ftfw1r69cfc80248,Gasoline,6.2
3fahp0ha9cr213938,Gasoline,2.5
1fahp3f21cl107835,Gasoline,2.0
1fahp3h20cl252622,Gasoline,2.0
1fahp3h2xcl200849,Gasoline,2.0
1fahp3j2xcl433933,Gasoline,2.0
3fahp0ha7cr445129,Gasoline,2.5
1g1pc5sb9e7103572,Gasoline,1.4
1g1pc5sb2e7176640,Gasoline,1.4
1g1pc5sb2e7453254,Gasoline,1.4
3fahp0ja3cr292274,Gasoline,2.5
3fahp0ja4cr140472,Gasoline,2.5
3fahp0ha5cr276440,Gasoline,2.5
3fahp0ha1cr241796,Gasoline,2.5
3fahp0ha9cr275047,Gasoline,2.5
3fahp0ja2cr232275,Gasoline,2.5
3gtp2ve70cg311312,Gasoline,5.3
1fahp2ew8cg113218,Gasoline,3.5
1gtr2te00cz247322,Gasoline,5.3
1hgcp2f38ca040672,Gasoline,2.359737216
19xfb2f87ce332932,Gasoline,1.802577040
2hgfb2f55ch603210,Gasoline,1.802577040
2hgfb2f94ch542192,Gasoline,1.802577040
kmhdh4ae2cu378809,Gasoline,1.8
kmhdh4ae7cu382323,Gasoline,1.8
kmhdh4ae6cu334392,Gasoline,1.8
kmhct5ae9cu045202,Gasoline,1.6
kmhdh4ae6cu400956,Gasoline,1.8
5fnyf4h43cb026016,Gasoline,3.474057568
jhlrm4h77cc029117,Gasoline,2.4
5npeb4ac1ch436122,Gasoline,2.4
5npeb4ac1ch460727,Gasoline,2.4
5npeb4acxch425510,Gasoline,2.4
5npeb4ac5ch447463,Gasoline,2.4
5npeb4ac2ch452460,Gasoline,2.4
5npeb4ac2ch454077,Gasoline,2.4
5npeb4ac5ch453652,Gasoline,2.4
5npeb4ac9ch421271,Gasoline,2.4
5npeb4ac9ch427278,Gasoline,2.4
kmhec4a46ca023525,Gasoline,2.4
5npeb4ac7ch434620,Gasoline,2.4
5npdh4ae7ch142140,Gasoline,1.8
5npeb4ac6ch437377,Gasoline,2.4
kmhdh4ae6cu361897,Gasoline,1.8
5npeb4ac6ch480035,Gasoline,2.4
5npeb4ac6ch327669,Gasoline,2.4
kmhdh4ae3cu367821,Gasoline,1.8
5npeb4ac1ch443782,Gasoline,2.4
kmhdh4ae9cu477014,Gasoline,1.8
5npeb4ac1ch467208,Gasoline,2.4
5npeb4ac1ch425735,Gasoline,2.4
5npeb4ac4ch449625,Gasoline,2.4
kmhec4a42ca040709,Gasoline,2.4
5npeb4acxch485710,Gasoline,2.4
5npeb4ac6ch467916,Gasoline,2.4
5xyzgdab0cg148738,Gasoline,2.4
kmhdh4ae3cu451976,Gasoline,1.8
km8ju3ac7cu338734,Gasoline,2.4
jn1dv6ar6cm860083,Gasoline,2.5
5npec4ab4ch419500,Gasoline,2.0
5npec4ab0ch422572,Gasoline,2.0
5npec4ac2ch454805,Gasoline,2.4
5npec4ac2ch470681,Gasoline,2.4
5npec4ac3ch370041,Gasoline,2.4
km8jucac0cu415816,Gasoline,2.4
5npec4ac6ch434864,Gasoline,2.4
5npec4ab6ch499446,Gasoline,2.0
jn1cv6ar2cm673774,Gasoline,3.7
jn1cv6ar5cm671257,Gasoline,3.7
jn1cv6arxcm670573,Gasoline,3.7
1c4rjfag7cc238577,Flexible Fuel Vehicle (FFV),3.6
sajwa0hb8cls33884,Gasoline,5
sajwa0fb3cls29731,Gasoline,5
1c4pjmak8cw142858,Gasoline,3.7
1c4rjfdj8cc311981,Gasoline,6.4
1c4pjmak0cw142367,Gasoline,3.7
1c4njcbb4cd631527,Gasoline,2.4
1c4pjmak2cw174964,Gasoline,3.7
1c4gjwag2cl111730,Flexible Fuel Vehicle (FFV),3.6
