vin,fuel_type,engine_volume
2t1bu4ee5bc717396,Gasoline,1.8
4t1bk3db1bu423399,Gasoline,3.5
2t1bu4ee1bc687829,Gasoline,1.8
4t4bf3ekxbr218317,Gasoline,2.5
2t3bf4dv9bw177309,Gasoline,2.5
4t1bk3ek1bu131802,Gasoline,2.5
4t1bf3ek0bu181627,Gasoline,2.5
2t3bf4dv1bw166014,Gasoline,2.5
2t1ku4ee2bc554576,Gasoline,1.4
2t3bf4dv5bw157557,Gasoline,2.5
jtdkn3du0b5332146,Gasoline,1.8
4t1bb3ek0bu139504,Gasoline,2.4
5tdyk3eh3bs032258,Gasoline,3.5
2t3bf4dv7bw166129,Gasoline,2.5
4t1bf3ek8bu193346,Gasoline,2.5
jtdkn3du5b1427731,Gasoline,1.8
jtdkn3du6b0311556,Gasoline,1.8
jtezu5jr3b5018130,Gasoline,4.0
2t3bf4dv6bw160130,Gasoline,2.5
4t1bk3ek4bu627810,Gasoline,2.5
2t1bu4ee0bc738902,Gasoline,1.8
2t1bu4ee8bc699959,Gasoline,1.8
2t1bu4eexbc552428,Gasoline,1.8
2t1bu4ee8bc721572,Gasoline,1.8
4t1bb3ek0bu135257,Gasoline,2.4
4t1bk3ek4bu618976,Gasoline,2.5
jtdkn3du4b5321893,Gasoline,1.8
jtdkn3du3b5351676,Gasoline,1.8
2t3bf4dv4bw172941,Gasoline,2.5
2t1bu4ee7bc683428,Gasoline,1.8
4t4bf3ek1br192982,Gasoline,2.5
jtebu5jr9b5040585,Gasoline,4.0
4t1bf3ek0bu611608,Gasoline,2.5
2t1bu4ee2bc701835,Gasoline,1.8
4t4bf3ek8br218994,Gasoline,2.5
2t3bf4dv6bw168292,Gasoline,2.5
jtebu5jrxb5050395,Gasoline,4.0
4t4bf3ek5br105200,Gasoline,2.5
jtdkn3du9b5342478,Gasoline,1.8
2t1bu4ee5bc692516,Gasoline,1.8
2t3bf4dv4bw164385,Gasoline,2.5
3tmmu4fnxbm037895,Gasoline,4.0
wbaph7g51anm51988,Gasoline,3.0
4t3zk3bb0bu039204,Gasoline,3.5
5tdkk3dc3bs051307,Gasoline,3.5
3vwpl7aj8bm605757,Diesel,1.968000
yv4952dl3b2189417,Gasoline,3.2
2t3df4dv6bw157835,Gasoline,2.5
2t3bf4dv2bw100569,Gasoline,2.5
wbapm7g50anl89446,Gasoline,3.0
wbapk7c5xaa459196,Gasoline,3.0
2t3zf4dv0bw094897,Gasoline,2.5
3vwdx7aj9bm362869,Gasoline,2.480000
3vwbz7ajxbm316100,Gasoline,2.480000
jtmzk4dv1bd004875,Gasoline,3.5
5tdkk3dc5bs062339,Gasoline,3.5
3vwll7aj0bm080109,Diesel,1.968000
2t3bf4dv1bw154297,Gasoline,2.5
5tdkk3dc1bs113478,Gasoline,3.5
2t3zf4dv3bw084879,Gasoline,2.5
5tdkk3dc0bs170559,Gasoline,3.5
2t3bf4dv2bw150856,Gasoline,2.5
5j8tb2h59aa003611,Gasoline,2.294188960
wbapk5c57aa647369,Gasoline,3.0
wvwmn7an3be711655,Gasoline,1.984000
5tfrm5f17bx021138,Gasoline,4.6
2t3bf4dv4bw162121,Gasoline,2.5
wbawb3c50ap481760,Gasoline,3.0
2t3dk4dv9bw058146,Gasoline,3.5
wbanu5c53ac128003,Gasoline,3.0
jh4cu4f68ac000198,Gasoline,3.474057568
wbanv1c56ac446039,Gasoline,3.0
wbaph7g54anm51080,Gasoline,3.0
wauckafr4aa070189,Gasoline,3.197000
5j8tb2h53aa004706,Gasoline,2.294188960
2t3rf4dv8bw122087,Gasoline,2.5
2t3df4dv0bw167132,Gasoline,2.5
5tdkk3dc6bs071440,Gasoline,3.5
2t3bf4dvxbw168828,Gasoline,2.5
2t3bf4dv5bw171457,Gasoline,2.5
2t3dk4dv8bw061538,Gasoline,3.5
5tdzk3dc5bs024219,Gasoline,3.5
wbauc7c53avk96142,Gasoline,3.0
3vwdz7aj5bm345111,Gasoline,2.480000
wbapl3c56aa407778,Gasoline,3.0
5tfju4gn5bx005223,Gasoline,4.0
wa1lyafe8ad007152,Gasoline,3.596000
2hnyd2h66ah524353,Gasoline,3.670702336
wbanu5c59ac129768,Gasoline,3.0
5tdyk3dc3bs160344,Gasoline,3.5
2t3dk4dv9bw065369,Gasoline,3.5
5tdjw5g10bs054493,Ethanol (E85),5.7
5tfjx4cn0bx002954,Gasoline,2.7
wvwed7aj6bw146221,Gasoline,1.984000
2t3bf4dvxbw173365,Gasoline,2.5
2t3yk4dv1bw012862,Gasoline,3.5
2t3zf4dv7bw092614,Gasoline,2.5
3vwlz7aj7bm355277,Gasoline,2.480000
2t3bf4dv6bw176943,Gasoline,2.5
wbaph7g51anm53837,Gasoline,3.0
2t3bf4dv4bw153760,Gasoline,2.5
3gyfnaey6as585655,Gasoline,3
kl1td6de0ab114331,Gasoline,1.6
3gyfnaey0as574392,Gasoline,3
1gyukaef0ar115672,Gasoline,6.2
3gyfnaey2as512430,Gasoline,3
1g1ad5f53a7127867,Gasoline,2.2
1gc4kybg8af136749,Gasoline,6
1gcskse34az135786,Flexible Fuel Vehicle (FFV),5.3
1gcpcpex3az173769,Gasoline,4.3
3gyfnaey5as587056,Gasoline,3
5galvced3aj205871,Gasoline,3.6
1gyukbef0ar170449,Gasoline,6.2
1g1ab5f52a7216609,Gasoline,2.2
3gcrcte08ag219732,Flexible Fuel Vehicle (FFV),5.3
2g1fa1evxa9176717,Gasoline,3.6
2g1fs1ew2a9136170,Gasoline,6.2
5uxfe4c59al379539,Gasoline,3.0
1g1ad1f5xa7154752,Gasoline,2.2
3gnncge05ag248716,Flexible Fuel Vehicle (FFV),5.3
2g1ft1ew6a9159612,Gasoline,6.2
2g1fb1ev6a9119735,Gasoline,3.6
2g1fc1ev0a9103317,Gasoline,3.6
2g1ft1ew5a9110952,Gasoline,6.2
1gnukke35ar281842,Flexible Fuel Vehicle (FFV),5.3
1g1ad5f51a7165548,Gasoline,2.2
3gcrkse38ag173021,Flexible Fuel Vehicle (FFV),5.3
kl1td5de8ab096817,Gasoline,1.6
1gcscrea8az127923,Flexible Fuel Vehicle (FFV),4.8
3gyfndey4as642582,Gasoline,3
1g1ab5f59a7237358,Gasoline,2.2
5galrbed9aj149661,Gasoline,3.6
3gcrkte3xag256455,Flexible Fuel Vehicle (FFV),5.3
1gcskse35az100318,Flexible Fuel Vehicle (FFV),5.3
1g1ab5f51a7120731,Gasoline,2.2
1g4gc5egxaf127907,Gasoline,3
1g6dl5ev4a0111147,Gasoline,3.6
wmwmf7c51atz73529,Gasoline,1.6
wbanw1c56ac166635,Gasoline,3.0
1g4gc5eg5af178506,Gasoline,3
3gyfncey3as590369,Gasoline,3
1gcpcpex6az169876,Gasoline,4.3
3gcrcsea8ag209897,Flexible Fuel Vehicle (FFV),4.8
kl1td5de6ab087548,Gasoline,1.6
wbxpc9c44awj36013,Gasoline,3.0
3gcrkse35ag126111,Flexible Fuel Vehicle (FFV),5.3
kl1td5de5ab080218,Gasoline,1.6
2g1fc1ev4a9202643,Gasoline,3.6
2g1fb1ev0a9201959,Gasoline,3.6
1g1ad5f58a7169838,Gasoline,2.2
1gcpkse07az169815,Flexible Fuel Vehicle (FFV),5.3
1gc5kvbg4az253262,Gasoline,6
5galvbed4aj116904,Gasoline,3.6
1g1ad5f57a7159091,Gasoline,2.2
2cnflcew9a6405455,Gasoline,2.4
3gnbaadb7as509768,Flexible Fuel Vehicle (FFV),2.2
1gcugadx2a1177011,Gasoline,4.3
1c3cc5fv6an148974,Gasoline,3.5
2c3ca5cv3ah133884,Gasoline,3.5
2g1wa5ek4a1253075,Flexible Fuel Vehicle (FFV),3.5
2a4rr6dx0ar193338,Gasoline,4.0
2g1wb5en6a1128523,Gasoline,3.5
1gccsbd93a8103864,Gasoline,2.9
2cnalbew0a6316734,Gasoline,2.4
3gnbaadb1as595644,Flexible Fuel Vehicle (FFV),2.2
1g1zc5e03af186662,Gasoline,2.4
3gnbabdb3as622767,Flexible Fuel Vehicle (FFV),2.2
1gnlvged5aj238626,Gasoline,3.6
1g1zc5e03a4123900,Gasoline,2.4
1gnukbe09ar210715,Flexible Fuel Vehicle (FFV),5.3
2g1wb5ek8a1133910,Flexible Fuel Vehicle (FFV),3.5
2g1wb5ek6a1238347,Flexible Fuel Vehicle (FFV),3.5
2cnaldew0a6209467,Gasoline,2.4
1gczgfbaxa1164394,Flexible Fuel Vehicle (FFV),4.8
1gnukce06ar284969,Flexible Fuel Vehicle (FFV),5.3
2cnfleewxa6275021,Gasoline,2.4
2a4rr2d14ar414685,Gasoline,3.8
2g1wb5en4a1180863,Gasoline,3.5
1gnlvfed2as105570,Gasoline,3.6
2g1wb5en3a1190459,Gasoline,3.5
2cnflnew6a6284623,Gasoline,2.4
1g1za5e02af184357,Gasoline,2.4
1gnlrfedxaj238233,Gasoline,3.6
2c3ca5cv4ah195763,Gasoline,3.5
2cnaldew7a6392477,Gasoline,2.4
2cnalbew1a6390826,Gasoline,2.4
3gnbaadb6as515447,Flexible Fuel Vehicle (FFV),2.2
2c3ca5cv1ah307046,Gasoline,3.5
2g1wb5ek9a1198796,Flexible Fuel Vehicle (FFV),3.5
1g1zb5eb6af219478,Gasoline,2.4
1g1ad5f53a7158214,Gasoline,2.2
1c3cc5fb7an138248,Gasoline,2.4
2c3ca5cv0ah180466,Gasoline,3.5
1g1zd5e75af136923,Gasoline,3.6
1c3cc4fb7an203383,Gasoline,2.4
1g1ad5f57a7208600,Gasoline,2.2
2g1wa5ekxa1104492,Flexible Fuel Vehicle (FFV),3.5
2c3ca5cv3ah182874,Gasoline,3.5
1g1zb5eb3af260750,Gasoline,2.4
1gnlvfed7aj233258,Gasoline,3.6
1g1af5f52a7233446,Gasoline,2.2
2c3ca3cv2ah324345,Gasoline,3.5
1g1ze5eb1af260835,Gasoline,2.4
3gnbacdv7as563092,Flexible Fuel Vehicle (FFV),2.4
2g1wb5ek8a1220822,Flexible Fuel Vehicle (FFV),3.5
1g1zd5eb2af140092,Gasoline,2.4
1c3cc5fb5an147272,Gasoline,2.4
2g1wb5ek1a1196363,Flexible Fuel Vehicle (FFV),3.5
2cnaldew1a6252960,Gasoline,2.4
2c3ca2cv2ah279871,Gasoline,3.5
1g1zb5eb9af139589,Gasoline,2.4
1gnukce0xar289141,Flexible Fuel Vehicle (FFV),5.3
2g1wb5ekxa1190996,Flexible Fuel Vehicle (FFV),3.5
1gnlrfed5as143542,Gasoline,3.6
2g1wb5ek6a1174326,Flexible Fuel Vehicle (FFV),3.5
1g1zc5e09af274275,Gasoline,2.4
2g1wa5ek2a1125191,Flexible Fuel Vehicle (FFV),3.5
3gnbabdb2as576185,Flexible Fuel Vehicle (FFV),2.2
1gnlrfedxas136201,Gasoline,3.6
1g1ze5ebxaf239501,Gasoline,2.4
1gnlreed9as115883,Gasoline,3.6
2a4rr8dxxar339126,Gasoline,4.0
2b3ca3cv6ah264020,Gasoline,3.5
2b3cj7dw7ah308816,Gasoline,6.1
2b3ca3cvxah152739,Gasoline,3.5
2b3cj4dv8ah320480,Gasoline,3.5
1b3cc5fbxan156546,Gasoline,2.4
1b3cc5fb9an161320,Gasoline,2.4
1d7rv1ct1as239816,Gasoline,5.7
1b3cb3haxad569116,Gasoline,2.0
2b3ca3cv9ah307832,Gasoline,3.5
3d7jb1ekxag109986,Gasoline,3.7
2a4rr5d15ar491633,Gasoline,3.8
1d7rv1ct6as153028,Gasoline,5.7
3d4pg4fb0at140969,Gasoline,2.4
2a4rr5d16ar132503,Gasoline,3.8
1d7rv1gtxas231448,Gasoline,5.7
3d4pg5fv9at160136,Gasoline,3.5
3d4pg5fv6at151863,Gasoline,3.5
3d4pg5fvxat136850,Gasoline,3.5
2a4rr5d18ar221800,Gasoline,3.8
3d7jb1ep4ag111194,Gasoline,4.7
2d4rn5d1xar409156,Gasoline,3.8
2d4rn4de0ar316384,Gasoline,3.3
3d4pg4fb7at233214,Gasoline,2.4
2d4rn4de1ar439451,Gasoline,3.3
2a4rr5d15ar278553,Gasoline,3.8
2b3ca4cd6ah317912,Gasoline,2.7
2d4rn4de0ar439456,Gasoline,3.3
2b3ca3cv1ah165637,Gasoline,3.5
2b3cj7dw8ah149594,Gasoline,6.1
2a4rr5d17ar232125,Gasoline,3.8
3d4pg6fv3at107664,Gasoline,3.5
1b3cb4ha7ad663587,Gasoline,2.0
2b3ca3cv9ah222554,Gasoline,3.5
2a4rr5dxxar222676,Gasoline,4.0
3d4pg5fv3at166241,Gasoline,3.5
1b3cc5fv6an122906,Gasoline,3.5
2b3ca3cv1ah124568,Gasoline,3.5
2a4rr5d13ar232414,Gasoline,3.8
1b3cb4ha0ad618281,Gasoline,2.0
3d4pg4fb1at244399,Gasoline,2.4
2d4rn4de2ar467162,Gasoline,3.3
1d7rb1cp1as249371,Gasoline,4.7
2a4rr5d18ar463910,Gasoline,3.8
2a4rr5d16ar230348,Gasoline,3.8
1b3cc4fb5an136618,Gasoline,2.4
1d7rb1ct9as179731,Gasoline,5.7
1b3cb4haxad560678,Gasoline,2.0
2b3cj4dv7ah320664,Gasoline,3.5
2b3cj4dv7ah279226,Gasoline,3.5
2d4rn5d12ar375522,Gasoline,3.8
2a4rr5d11ar310172,Gasoline,3.8
2d4rn4de9ar238977,Gasoline,3.3
3d4pg5fvxat119580,Gasoline,3.5
2b3ca8ct7ah257914,Gasoline,5.7
2b3ca2cv3ah316648,Gasoline,3.5
2b3ca3cv2ah186772,Gasoline,3.5
3d4pg4fb6at118068,Gasoline,2.4
2a4rr5d16ar306649,Gasoline,3.8
1d4pu2gk0aw119707,Gasoline,3.7
1d7rv1gt7as214980,Gasoline,5.7
2b3ca2cv6ah299909,Gasoline,3.5
2b3cj4dv3ah323951,Gasoline,3.5
2b3cj5dt4ah212555,Gasoline,5.7
2b3cj4dv5ah109317,Gasoline,3.5
2b3ca3cv0ah126957,Gasoline,3.5
