vin,fuel_type,engine_volume
1fm5k8d80dgc03803,Gasoline,3.5
1fm5k8d80dgb51928,Gasoline,3.5
1fmcu0j95dub65678,Gasoline,2.0
1fm5k8d88dgc46012,Gasoline,3.5
1ftfw1efxdfa78705,Gasoline,5.0
1fm5k8d81dga27179,Gasoline,3.5
1fm5k7d89dga35329,Gasoline,3.5
1fm5k7f9xdgb29113,Gasoline,2.0
1ftnf1cf5dkd92123,Gasoline,5.0
1ftmf1cm6dfb63663,Gasoline,3.7
1ftfw1et1dke87964,Gasoline,3.5
1ftfw1et5dkf52718,Gasoline,3.5
1ftfw1cf4dke66457,Gasoline,5.0
1fm5k8d86dgc30245,Gasoline,3.5
1fm5k8d87dga99956,Gasoline,3.5
1ftfw1et9dkd26102,Gasoline,3.5
1fm5k7d80dgc67835,Gasoline,3.5
1fm5k7f85dgb56307,Gasoline,3.5
1ftex1cm8dfc17109,Gasoline,3.7
1fm5k7d86dgb44430,Gasoline,3.5
1fm5k8d8xdgc30233,Gasoline,3.5
1ftfw1et0dfa17644,Gasoline,3.5
1fm5k7d82dgc37848,Gasoline,3.5
1fm5k7d91dga45930,Gasoline,2.0
1ftfw1ef3dfc58723,Gasoline,5.0
1ftfw1et3dfc89007,Gasoline,3.5
3fadp4bjxdm158283,Gasoline,1.6
1ftfw1efxdfc81514,Gasoline,5.0
1ftfx1ef1dfb76437,Gasoline,5.0
1ftfx1ef8dkd90431,Gasoline,5.0
1ftfw1et9dfc41415,Gasoline,3.5
1ftfx1et2dfa14452,Gasoline,3.5
3fadp4aj9dm107987,Gasoline,1.6
2fmgk5c82dbd28205,Gasoline,3.5
3fadp4ej8dm204849,Gasoline,1.6
1ftfw1ef2dfb77292,Gasoline,5.0
1fadp3k29dl182840,Gasoline,2.0
1ftfw1et8dfc51675,Gasoline,3.5
1ftfw1et3dfb46767,Gasoline,3.5
1ftfw1r63dfb91003,Gasoline,6.2
1ftfw1efxdfc06974,Gasoline,5.0
3fadp4bj1dm130775,Gasoline,1.6
1ftfw1ef0dfa73237,Gasoline,5.0
1ftnf1ef6dkd92595,Gasoline,5.0
3fadp4bj3dm195370,Gasoline,1.6
1ftfw1et5dfa31149,Gasoline,3.5
1ftfw1ef6dkd44227,Gasoline,5.0
3fadp4ej2dm201963,Gasoline,1.6
1ftfw1ef4dfc05805,Gasoline,5.0
3fadp4ej4dm164348,Gasoline,1.6
1ftfx1efxdkd45040,Gasoline,5.0
3fadp4bj6dm201940,Gasoline,1.6
1fadp3k25dl279078,Gasoline,2.0
1fadp3k20dl224182,Gasoline,2.0
1fadp3f26dl214427,Gasoline,2.0
1fadp3f28dl218205,Gasoline,2.0
1fadp3f27dl210659,Gasoline,2.0
1fadp3k28dl333229,Gasoline,2.0
1fadp3k21dl214549,Gasoline,2.0
1fadp3f24dl210702,Gasoline,2.0
1fadp3f2xdl226886,Gasoline,2.0
1fadp3f24dl219691,Gasoline,2.0
1fadp3f2xdl156449,Gasoline,2.0
1fadp3f22dl300446,Gasoline,2.0
1fadp3f26dl208370,Gasoline,2.0
1fadp3f22dl198940,Gasoline,2.0
1fadp3f2xdl348406,Gasoline,2.0
1fadp3k21dl224174,Gasoline,2.0
1fadp3f21dl283137,Gasoline,2.0
1fadp3f29dl229956,Gasoline,2.0
1fadp3k26dl111112,Gasoline,2.0
1fadp3f23dl206687,Gasoline,2.0
1fadp3k24dl224170,Gasoline,2.0
1fadp3f22dl306425,Gasoline,2.0
1fadp3f22dl247120,Gasoline,2.0
1fadp3f29dl214423,Gasoline,2.0
1fadp3f28dl267954,Gasoline,2.0
1fadp3k23dl131897,Gasoline,2.0
1fadp3f22dl137099,Gasoline,2.0
1fadp3k2xdl247761,Gasoline,2.0
1fadp3k26dl267991,Gasoline,2.0
1fadp3k28dl253896,Gasoline,2.0
1fadp3f29dl223042,Gasoline,2.0
1fadp3f29dl172061,Gasoline,2.0
3fa6p0lu8dr252689,Gasoline,2.0
1fadp3f29dl279207,Gasoline,2.0
1fadp3f22dl201450,Gasoline,2.0
3fa6p0hr3dr170292,Gasoline,1.6
3fa6p0h71dr107108,Gasoline,2.5
1fadp3k20dl237904,Gasoline,2.0
3fa6p0h70dr190921,Gasoline,2.5
1fadp3f22dl315030,Gasoline,2.0
1fadp3k25dl325671,Gasoline,2.0
3fa6p0h75dr365471,Gasoline,2.5
3fa6p0h79dr147839,Gasoline,2.5
3fa6p0hr9dr126135,Gasoline,1.6
3fa6p0h71dr148001,Gasoline,2.5
3fa6p0hr0dr306653,Gasoline,1.6
3fa6p0h71dr269692,Gasoline,2.5
3fa6p0hr0dr238337,Gasoline,1.6
3fa6p0h7xdr205635,Gasoline,2.5
3fa6p0h72dr104945,Gasoline,2.5
3fa6p0h9xdr213994,Gasoline,2.0
3fa6p0h95dr118209,Gasoline,2.0
3fa6p0hr1dr121060,Gasoline,1.6
3fa6p0h70dr193575,Gasoline,2.5
3fa6p0h79dr179156,Gasoline,2.5
3fa6p0h75dr171538,Gasoline,2.5
3fa6p0hr7dr306035,Gasoline,1.6
3fa6p0h78dr176099,Gasoline,2.5
wbavm1c52evw49720,Gasoline,2
wbalm7c52ee386199,Gasoline,3.0
wba5b1c5xed475200,Gasoline,3.0
wbavm1c56evw53334,Gasoline,2
1zvbp8em0d5272164,Gasoline,3.7
1zvbp8cf4d5260622,Gasoline,5.0
1fahp2f81dg185850,Gasoline,3.5
3fa6p0hrxdr249393,Gasoline,1.6
3fa6p0k99dr212215,Gasoline,2.0
1zvbp8em4d5241595,Gasoline,3.7
1zvbp8am0d5264894,Gasoline,3.7
1fahp2d82dg223041,Gasoline,3.5
1zvbp8em4d5229785,Gasoline,3.7
1zvbp8em0d5214152,Gasoline,3.7
1zvbp8em2d5272442,Gasoline,3.7
1zvbp8emxd5214126,Gasoline,3.7
1fahp2j84dg204379,Gasoline,3.5
1zvbp8em6d5276431,Gasoline,3.7
1fahp2f82dg232996,Gasoline,3.5
1zvbp8em5d5229858,Gasoline,3.7
3fa6p0k95dr144656,Gasoline,2.0
1fahp2f81dg131318,Gasoline,3.5
jhmge8h31dc051426,Gasoline,1.491222824
1hgcr2f37da185214,Gasoline,2.4
2hgfb2f58dh513924,Gasoline,1.802577040
1gks2ke74dr240310,Flexible Fuel Vehicle (FFV),5.3
2hgfg4a52dh703240,Gasoline,2.4
3gtp2ve74dg207262,Flexible Fuel Vehicle (FFV),5.3
2hkrm3h38dh520564,Gasoline,2.4
jhmge8h57dc027858,Gasoline,1.491222824
1hgcr2f8xda183257,Gasoline,2.4
1fahp2e89dg208146,Gasoline,3.5
1hgcr3f85da038388,Gasoline,3.5
1hgct1b35da000868,Gasoline,2.4
1hgcr2f35da024621,Gasoline,2.4
19xfb2f57de084933,Gasoline,1.802577040
2gkalmekxd6416572,Gasoline,2.4
3czrm3h34dg700630,Gasoline,2.4
1hgcr2f54da232992,Gasoline,2.4
