vin,fuel_type,engine_volume
1gnfk13077r334982,Flexible Fuel Vehicle (FFV),5.3
2c3la43r67h888825,Gasoline,2.7
2g1wb58k479402300,Flexible Fuel Vehicle (FFV),3.5
1g1yy36u675137215,Gasoline,6
2a8gm68x17r187958,Gasoline,4.0
2g1wb58k979411462,Flexible Fuel Vehicle (FFV),3.5
2g1wb58k679404050,Flexible Fuel Vehicle (FFV),3.5
1gnds13s872124103,Gasoline,4.2
2cndl73f276246160,,3.4
2c3ka53g87h746752,Gasoline,3.5
2c3la43r97h888382,Gasoline,2.7
2g1wt58k979172346,Flexible Fuel Vehicle (FFV),3.5
1gndt13s572218730,Gasoline,4.2
2cndl13f876026602,,3.4
2g1wb58k679219738,Flexible Fuel Vehicle (FFV),3.5
1gndt13s372286086,Gasoline,4.2
2g1wt58k279270313,Flexible Fuel Vehicle (FFV),3.5
2g1wc58r079130905,,3.9
2g1wt58kx79272603,Flexible Fuel Vehicle (FFV),3.5
2g1wc58r879232954,,3.9
1g1zs58n77f228849,Gasoline,3.5
1gnds13s772156797,Gasoline,4.2
2a8gm68x27r180050,Gasoline,4.0
2g1wt58n679351356,Gasoline,3.5
2c3ka43r17h704368,Gasoline,2.7
2cndl23f876047326,,3.4
1g1zt67nx7f120827,Gasoline,3.5
2g1wj15k179103993,Flexible Fuel Vehicle (FFV),3.5
1g1zt67n27f242615,Gasoline,3.5
2cndl13f576108934,,3.4
2g1wt58k679363481,Flexible Fuel Vehicle (FFV),3.5
1gnfc13j17j114757,,5.3
1gnfk130x7j395001,Flexible Fuel Vehicle (FFV),5.3
2c3la43r07h893681,Gasoline,2.7
2g1wb55k579294760,Flexible Fuel Vehicle (FFV),3.5
1gnfk13097j123233,Flexible Fuel Vehicle (FFV),5.3
2c3ka63h57h753186,Gasoline,5.7
2c3la63h77h855061,Gasoline,5.7
2g1wu58rx79260462,,3.9
1d8gu28k57w569035,Gasoline,3.7
1d4gp23r97b250998,Gasoline,3.3
1b3hb48b57d288712,Gasoline,2.0
2fmdk36c57ba80320,Gasoline,3.5
2d4gp44l97r227986,Gasoline,3.8
2d4gp44l17r254714,Gasoline,3.8
1d4gp24r87b166900,Gasoline,3.3
2d4gp44l57r166197,Gasoline,3.8
2d4fv47v37h666458,Gasoline,3.5
1ftww31p57ea93276,Diesel,6
1d8gu58k97w559772,Gasoline,3.7
1c3lc46k47n510115,Gasoline,2.4
1d4gp24r67b150968,Gasoline,3.3
1b3hb48b37d542286,Gasoline,2.0
1b3hb28b57d128558,Gasoline,2.0
1ftse34l37da70174,Gasoline,5.4
2b3ka53h77h824430,Gasoline,5.7
2b3ka53h67h879984,Gasoline,5.7
1d8gt28k87w724356,Gasoline,3.7
2a4gp54lx7r281911,Gasoline,3.8
1c3lc56kx7n563231,Gasoline,2.4
3a4fy58b87t623640,Gasoline,2.4
1b3hb48b07d582325,Gasoline,2.0
2b3ka53h47h805365,Gasoline,5.7
3d7ks28ax7g804149,Diesel,6.7
1b3hb48b47d558996,Gasoline,2.0
2fmdk49c57bb09543,Gasoline,3.5
2fmdk49c07ba93428,Gasoline,3.5
2b3ka53h47h782668,Gasoline,5.7
2b3la73w47h651867,Gasoline,6.1
2fmdk48c87ba77074,Gasoline,3.5
2d4gp44l77r119821,Gasoline,3.8
1d8hd482x7f500339,Gasoline,5.7
2b3ka43r47h713689,Gasoline,2.7
2fmdk36c27ba79383,Gasoline,3.5
1a4gj45r17b155014,Gasoline,3.3
2b3ka43g07h830653,Gasoline,3.5
1ftpx14v37kc74085,Flexible Fuel Vehicle (FFV),5.4
1fahp38z37w198704,Gasoline,2.3
1ftpw14587fa53464,Gasoline,5.4
1ftrx12w17na05697,Gasoline,4.6
1ftsw21p87ea23487,Diesel,6
1ftpw14v07kd61316,Flexible Fuel Vehicle (FFV),5.4
1ftpw14567fa16607,Gasoline,5.4
3fahp07z77r180404,Gasoline,2.3
1fahp24197g134963,Gasoline,3.0
1ftsw21px7ea30263,Diesel,6
1fahp25107g158468,Gasoline,3.0
3fahp07z07r181748,Gasoline,2.3
3fahp07127r123697,Gasoline,3.0
1fafp24127g102170,Gasoline,3.0
1fafp34n67w236145,Gasoline,2.0
1ftrw12w97kc43608,Gasoline,4.6
