vin,fuel_type,engine_volume
1n4ba41e37c832650,Gasoline,3.5
1n4al21e87n458518,Gasoline,2.5
5n1bv28u57n139904,Gasoline,3.5
1n4ba41e07c841919,Gasoline,3.5
1g2zh58nx74196226,Gasoline,3.5
1g2zh58n074251721,Gasoline,3.5
1g2zf58b274262618,Gasoline,2.4
1n4al21e57n415335,Gasoline,2.5
jn8az08t27w522200,Gasoline,3.5
1g2zh17n874198065,Gasoline,3.5
5n1ar18u57c601402,Gasoline,4
1n6ba07a67n215445,Flexible Fuel Vehicle (FFV),5.6
3n1cb61e57l714453,Gasoline,2.5
1g2zg57n074186616,Gasoline,3.5
1nxbr32e67z852392,Gasoline,1.8
4t1bk46k17u054487,Gasoline,3.5
jtezu11f070009680,Gasoline,4.0
jf1gd61647h520230,,2.500000
jtezu11f670014348,Gasoline,4.0
jteep21a670202559,Gasoline,3.3
4t1be46kx7u088404,Gasoline,2.4
jtebu11f570025715,Gasoline,4.0
4t1be46k57u505847,Gasoline,2.4
jf1gg61667h806233,,2.500000
1nxbr32e17z790206,Gasoline,1.8
jtegw21a070019508,Gasoline,3.3
jtkde177170161407,Gasoline,2.4
4t1be46k27u036670,Gasoline,2.4
4t1be46k07u599278,Gasoline,2.4
4t1bk46k57u514475,Gasoline,3.5
2t1br32e37c755054,Gasoline,1.8
4t1be46k77u163432,Gasoline,2.4
jtebu11f070026061,Gasoline,4.0
jtnbe46k373051765,Gasoline,2.4
4t1be46k27u089384,Gasoline,2.4
4t1fa38p17u124707,Gasoline,3.3
jtkde177770198106,Gasoline,2.4
1nxbr32e77z776018,Gasoline,1.8
4t1be46k07u595277,Gasoline,2.4
jtebu11fx70015360,Gasoline,4.0
jf1gd61647h509938,,2.500000
4t1bk36b17u192413,Gasoline,3.5
jtdkb20u877693399,Gasoline,1.5
3vwrw31c07m504391,Gasoline,2.480000
wvwlk73c27e071834,Gasoline,1.984000
jtmbd33v775084028,Gasoline,2.4
wvwak73c27p018384,Gasoline,1.984000
3vwew31cx7m509497,Gasoline,2.480000
waudh78e46a174995,Gasoline,3.123000
19uua662x6a006676,Gasoline,3.211864544
3vwef71k37m069847,Gasoline,2.480000
3vwpg71k77m086107,Gasoline,2.480000
