vin,fuel_type,engine_volume
3fahp0ha6br305023,Gasoline,2.5
3fahp0ha1br191898,Gasoline,2.5
3fahp0ha1br165785,Gasoline,2.5
3fahp0ja8br261553,Gasoline,2.5
1fahp2dw8bg122484,Gasoline,3.5
3fahp0ha8br299449,Gasoline,2.5
3fahp0ha8br212987,Gasoline,2.5
1ftlr4fe2bpb18557,Gasoline,4.0
1ftlr4fe2bpa62863,Gasoline,4.0
1zvbp8am0b5140850,Gasoline,3.7
19xfa1f55be045218,Gasoline,1.802577040
5fnrl5h20bb048118,Gasoline,3.474057568
1gkkvtedxbj339955,Gasoline,3.6
2hgfa1f57bh523791,Gasoline,1.802577040
1gtr2ve32bz321151,Flexible Fuel Vehicle (FFV),5.3
1hgcp2f62ba062420,Gasoline,2.359737216
1hgcp2f42ba149314,Gasoline,2.359737216
1hgcp2f36ba157052,Gasoline,2.359737216
1gks1he03br175407,Flexible Fuel Vehicle (FFV),5.3
1gkkrred2bj140762,Gasoline,3.6
3czre3h33bg701598,Gasoline,2.359737216
1gtr2ve08bz147818,Flexible Fuel Vehicle (FFV),5.3
jhmge8h51bc011359,Gasoline,1.491222824
1gkkvted2bj416897,Gasoline,3.6
2hgfg1b68bh500338,Gasoline,1.802577040
1gks2ke3xbr175893,Flexible Fuel Vehicle (FFV),5.3
kmhdh4ae3bu162692,Gasoline,1.8
5npeb4ac3bh269082,Gasoline,2.4
5npec4ac2bh239567,Gasoline,2.4
5npeb4ac0bh286468,Gasoline,2.4
5npec4ab7bh248014,Gasoline,2.0
5npec4acxbh025412,Gasoline,2.4
kmhcm3acxbu195897,Gasoline,1.6
5fnyf3h57bb058419,Gasoline,3.474057568
5npec4ab8bh210646,Gasoline,2.0
5fnyf4h53bb033037,Gasoline,3.474057568
jn1aj0hp8bm802572,Gasoline,3.50
5npeb4acxbh263375,Gasoline,2.4
kmhgc4de6bu113591,Gasoline,3.8
5npeb4ac5bh048177,Gasoline,2.4
kmhec4a41ba018604,Gasoline,2.4
5npeb4ac0bh181946,Gasoline,2.4
jn1aj0hr0bm854697,Gasoline,3.50
5fnyf3h9xbb015096,Gasoline,3.474057568
5npeb4ac7bh084453,Gasoline,2.4
5npdh4ae7bh046104,Gasoline,1.8
