vin,fuel_type,engine_volume
waulf78k79n010516,Gasoline,1.984000
wa1kk78r89a015958,Gasoline,3.197000
jtmzf4dv1a5022239,Gasoline,2.5
5tdjw5g19as026450,Ethanol (E85),5.7
wbaph77589nm45827,Gasoline,3.0
5tdkk4cc1as327358,Gasoline,3.5
3vwjz7aj3am062773,Gasoline,2.480000
5tdjy5g16as034533,Gasoline,5.7
wbaph73539a175290,Gasoline,3.0
wvwml7an8ae526859,Gasoline,1.984000
1gccs139998122846,Gasoline,2.9
1g1at58h097264187,Gasoline,2.2
5gaev23d09j138907,Gasoline,3.6
3gnca23b59s635215,,3.6
kl1td56e39b348692,Gasoline,1.6
wbakb83529cy57874,Gasoline,4.4
wbaea53569cv92651,Gasoline,4.8
1g6kd57y19u130979,Gasoline,6
5gaer23d39j175471,Gasoline,3.6
1g1yy36w295105639,Gasoline,6.2
kl1td56e19b333205,Gasoline,1.6
5gaev23dx9j180422,Gasoline,3.6
5gaer23d29j153218,Gasoline,3.6
kl1td56e99b395063,Gasoline,1.6
1gyee637090119516,Gasoline,3.6
3gnca13b19s642799,,3.6
3gnca53v09s587277,Flexible Fuel Vehicle (FFV),2.4
1g1ap18x897128300,Gasoline,2
5gaer23d59j173494,Gasoline,3.6
3gcek13c49g203266,,4.8
1gyfk13239r247409,Flexible Fuel Vehicle (FFV),6.2
3gnca23b19s586305,,3.6
3gnca23b79s502147,,3.6
3gnca23bx9s515569,,3.6
1g1at58h497156042,Gasoline,2.2
5uxfe43579l267527,Gasoline,3.0
1gcek29079z108977,Flexible Fuel Vehicle (FFV),5.3
3gcek13c49g243900,,4.8
3gcek23m39g283237,Gasoline,5.3
3gcec23029g272577,Flexible Fuel Vehicle (FFV),5.3
2g1wt57n791157390,Gasoline,3.5
1g6df577590116584,Gasoline,3.6
3gnca13b99s626821,,3.6
5uxfg83579lz92286,Gasoline,4.4
1g1at58h797198625,Gasoline,2.2
3gcek23359g259187,Gasoline,5.3
kl1td56e39b325316,Gasoline,1.6
5uxfe43509l263884,Gasoline,3.0
1gccs139498110121,Gasoline,2.9
wbaka83599cy34983,Gasoline,4.4
5uxfe43559l038344,Gasoline,3.0
3gnca23v39s565708,Flexible Fuel Vehicle (FFV),2.4
1c3lc46dx9n567357,Gasoline,2.7
2b3lj74w79h642064,Gasoline,6.1
2a8hr54159r676349,Gasoline,3.8
1c3lc56bx9n567055,Gasoline,2.4
2g1wb57k791182167,Flexible Fuel Vehicle (FFV),3.5
1g1zk57b49f147818,Gasoline,2.4
3d4gg47b89t545987,Gasoline,2.4
2g1wt57k091201333,Flexible Fuel Vehicle (FFV),3.5
3d4gg47b89t184292,Gasoline,2.4
2b3ka43d39h596372,Gasoline,2.7
1b3hb28c09d219278,Gasoline,1.8
2a8hr54139r506703,Gasoline,3.8
3d4gg57v69t523874,Gasoline,3.5
2b3lj54t99h535379,Gasoline,5.7
3d4gg47b89t613561,Gasoline,2.4
1gnev23d59s147277,Gasoline,3.6
1d8hb48p69f701045,Gasoline,4.7
1gnfk23059r217152,Flexible Fuel Vehicle (FFV),5.3
1g1zg57b794209774,Gasoline,2.4
1gner23d89s168824,Gasoline,3.6
2b3ka43d79h569241,Gasoline,2.7
1c3lc55d89n568417,Gasoline,2.7
2g1wt57nx91102528,Gasoline,3.5
3d4gh67v99t197328,Gasoline,3.5
3d4gg57v89t227030,Gasoline,3.5
1gnec23379r221013,Gasoline,5.3
3a8fy48939t546720,Gasoline,2.4
1b3lc46b09n535447,Gasoline,2.4
2b3lj54t09h636231,Gasoline,5.7
1gnfk23069r235157,Flexible Fuel Vehicle (FFV),5.3
1d3hb18p99s700600,Gasoline,4.7
2d8hn44e59r686638,Gasoline,3.3
2g1wb57k491184054,Flexible Fuel Vehicle (FFV),3.5
1d7he38kx9s819732,Gasoline,3.7
2b3ka33v59h574327,Gasoline,3.5
2b3ka43d19h502747,Gasoline,2.7
2g1wu57m191158068,Flexible Fuel Vehicle (FFV),3.9
2g1wc57m791193698,Flexible Fuel Vehicle (FFV),3.9
1b3hb48a29d258903,Gasoline,2.0
1c3lc56b69n540502,Gasoline,2.4
1g1zg57bx9f116459,Gasoline,2.4
3d4gg57v29t160876,Gasoline,3.5
3d4gg57v49t208779,Gasoline,3.5
1gner33d89s104627,Gasoline,3.6
2c3ka43d89h618921,Gasoline,2.7
2g1wt57n291198431,Gasoline,3.5
2c3ka43d69h560520,Gasoline,2.7
2c3ka43d09h612532,Gasoline,2.7
3d4gg57vx9t157790,Gasoline,3.5
1b3lc46b49n570041,Gasoline,2.4
3d4gh57v79t154018,Gasoline,3.5
2a8hr54129r673666,Gasoline,3.8
2a8hr54159r645828,Gasoline,3.8
2d8hn44e19r647786,Gasoline,3.3
3d4gh57v89t566500,Gasoline,3.5
1gthk43639f162347,,6.6
1fahp35n19w106428,Gasoline,2.0
1fmcu03g99kd04760,Gasoline,3.0
2fmek62c59ba24506,Gasoline,3.5
1fahp34n19w151547,Gasoline,2.0
1zvht80n595107014,Gasoline,4.0
1ftrx14829fa43645,Gasoline,4.6
1fahp27w69g104751,Gasoline,3.5
1ftrx12809ka39975,Gasoline,4.6
1gker23d39j112244,Gasoline,3.6
1ftzr45e39pa65454,Gasoline,4.0
1fahp35n89w144206,Gasoline,2.0
1ftrx128x9kc75078,Gasoline,4.6
2fmdk51c79ba03986,Gasoline,3.5
1d3hv18t29s823370,Gasoline,5.7
1fahp37n19w121282,Gasoline,2.0
1gker23d99j175929,Gasoline,3.6
1gthk43649f169968,,6.6
2fmdk52c59ba75364,Gasoline,3.5
1gker23d09j167685,Gasoline,3.6
1ftpw12v09fb26025,Flexible Fuel Vehicle (FFV),5.4
1fmcu02759ka16199,Gasoline,2.5
1ftsx21519ea61738,Gasoline,5.4
1zvht84n295130311,Gasoline,4.0
1fmcu03759kb64674,Gasoline,2.5
2fmdk51c89ba16617,Gasoline,3.5
1ftpx14v99fb34151,Flexible Fuel Vehicle (FFV),5.4
1gthk63699f138436,,6.6
1fahp25w99g123670,Gasoline,3.5
2fmek62c89ba36021,Gasoline,3.5
1fmcu03719kb80094,Gasoline,2.5
1zvht82hx95128285,Gasoline,4.6
1zvht80n895126589,Gasoline,4.0
1fmcu03729kc85789,Gasoline,2.5
1zvht82h395138639,Gasoline,4.6
1ftpw14v29fa77262,Flexible Fuel Vehicle (FFV),5.4
1ftne24l09da77965,Gasoline,5.4
1gkfc36j79r215777,,5.3
1ftrw14849fb20356,Gasoline,4.6
2fmdk39c09ba81390,Gasoline,3.5
3fahp08159r143900,Gasoline,3.0
1fmcu93769ka87947,Gasoline,2.5
2fmek63c89ba21954,Gasoline,3.5
1ftyr10d19pa42795,Gasoline,2.3
1fahp32n79w163091,Gasoline,2.0
1ftsw21549ea87026,Gasoline,5.4
1ftsw21r29ea79963,Diesel,6.40
1fmcu94g99kb61831,Gasoline,3.0
1ftrf12w69kb83063,Gasoline,4.6
1fahp35n89w202539,Gasoline,2.0
1fahp35nx9w259194,Gasoline,2.0
3d7ml48l09g531762,Diesel,6.7
1fmeu23859ua11777,Gasoline,4.6
1ftrx12v99fb29477,Flexible Fuel Vehicle (FFV),5.4
1ftvx14v59kb49423,Flexible Fuel Vehicle (FFV),5.4
1fmcu94g89ka40756,Gasoline,3.0
1ftpw14v99kc79572,Flexible Fuel Vehicle (FFV),5.4
2fmdk39c19bb00562,Gasoline,3.5
5j6re48399l011938,Gasoline,2.359737216
3czre48579g702156,Gasoline,2.359737216
2hgfg12639h526274,Gasoline,1.802577040
kmhcm46c69u306874,Gasoline,1.6
1hgcp26349a144598,Gasoline,2.359737216
1hgcp26819a103258,Gasoline,2.4
5fnrl38719b412797,Gasoline,3.5
knage228395298460,Gasoline,2.4
kmhdu46d99u718123,Gasoline,2.0
5npet46c09h494320,Gasoline,2.4
5fnyf48449b004681,Gasoline,3.474057568
1j8ga69129l765077,Gasoline,3.8
1j8gs48k79c521047,Gasoline,3.7
5kbcp36889b501015,Gasoline,3.474057568
5nmsh73e09h318702,Gasoline,3.3
2hgfg21599h700511,Gasoline,1.999221808
knafe222695665696,Gasoline,2
