vin,fuel_type,engine_volume
1n4al3ap6dc170138,Gasoline,2.5
1n4al3ap9dn496584,Gasoline,2.5
1n4al3ap7dn481520,Gasoline,2.5
1n4al3ap4dc171319,Gasoline,2.5
1n4al3ap5dc266892,Gasoline,2.5
1n4al3ap8dn515819,Gasoline,2.5
1n4al3ap9dc137358,Gasoline,2.5
1n4al3ap2dc197840,Gasoline,2.5
1n4al3ap6dn494999,Gasoline,2.5
1n4al3ap3dc118692,Gasoline,2.5
1n4al3apxdc176721,Gasoline,2.5
1n4al3apxdn456613,Gasoline,2.5
1n4al3ap7dc183464,Gasoline,2.5
1n4al3ap6dn474302,Gasoline,2.5
1n4al3apxdc149504,Gasoline,2.5
1n4al3ap2dc242663,Gasoline,2.5
1n4al3ap0dc257811,Gasoline,2.5
1n4al3ap1dc204695,Gasoline,2.5
1n4al2ep8dc180318,Gasoline,2.5
1n4al3ap8dn436523,Gasoline,2.5
1n4al3ap0dc212206,Gasoline,2.5
1n4al3ap1dn446777,Gasoline,2.5
1n4al3ap9dc225164,Gasoline,2.5
1n4al3ap2dc261777,Gasoline,2.5
1n4al3ap8dc209571,Gasoline,2.5
1n4al3ap0dn577604,Gasoline,2.5
1n4al3apxdn408805,Gasoline,2.5
1n4al3ap0dn557448,Gasoline,2.5
1n4al3ap6dn575453,Gasoline,2.5
1n4al3ap6dc118458,Gasoline,2.5
1n4al3ap4dn546677,Gasoline,2.5
1n4al3ap9dc122388,Gasoline,2.5
1n4al3apxdn535912,Gasoline,2.5
1n4al3ap9dn488775,Gasoline,2.5
1n4al3ap7dc200165,Gasoline,2.5
1n4al3ap9dn470552,Gasoline,2.5
1n4al3ap6dn515916,Gasoline,2.5
1n4al3ap4dn436681,Gasoline,2.5
1n4al3ap5dn449293,Gasoline,2.5
1n4al3ap2dn459649,Gasoline,2.5
1n4al2ep5dc231936,Gasoline,2.5
1n4al3ap6dn574206,Gasoline,2.5
1n4al3ap8dn457985,Gasoline,2.5
1n4al3ap6dc246733,Gasoline,2.5
1n4al3ap8dn573302,Gasoline,2.5
1n4al3ap9dn577939,Gasoline,2.5
1n4al3ap5dc146154,Gasoline,2.5
1n4al3apxdn575763,Gasoline,2.5
1n4az0cp5dc403310,Electric,
1n4az0cp9dc404833,Electric,
1n4az0cp0dc402887,Electric,
1n4az0cp2dc404771,Electric,
1n4bl3ap8dc187849,Gasoline,3.5
1n4az0cp7dc401977,Electric,
1n4bl3ap7dc240007,Gasoline,3.5
1n4az0cp9dc402144,Electric,
1n4az0cp8dc405262,Electric,
1n4az0cp6dc406913,Electric,
1n4az0cp5dc405610,Electric,
1n4az0cp8dc405830,Electric,
1n4az0cp9dc407098,Electric,
1n4az0cp8dc419033,Electric,
1n4az0cp4dc403959,Electric,
1n4az0cp8dc407075,Electric,
1n4az0cp6dc400562,Electric,
1n4bl3ap0dc233190,Gasoline,3.5
1n4az0cp4dc402634,Electric,
1n4az0cp3dc405928,Electric,
1n4az0cp1dc407614,Electric,
1n4az0cp5dc400312,Electric,
