vin,fuel_type,engine_volume
jthbf5c27c5163980,Gasoline,2.5
2t2bk1baxcc140058,Gasoline,3.5
jthbk1eg5c2511709,Gasoline,3.5
jthbk1eg8c2503135,Gasoline,3.5
jthbk1eg6c2489171,Gasoline,3.5
jthbf5c20c5177896,Gasoline,2.5
jthcf5c25c5054731,Gasoline,2.5
jthbk1eg1c2487523,Gasoline,3.5
jthbk1eg3c2491055,Gasoline,3.5
jthbk1egxc2474124,Gasoline,3.5
2t2bk1ba3cc132299,Gasoline,3.5
jthcf5c21c5060266,Gasoline,2.5
jthcf5c27c5056027,Gasoline,2.5
jthcf5c20c5053003,Gasoline,2.5
2t2bk1ba1cc141227,Gasoline,3.5
jthcl5ef2c5012803,Gasoline,4.6
jthcl5ef3c5015189,Gasoline,4.6
jthgl5ef2c5046256,Gasoline,4.6
jthbk1eg6c2500752,Gasoline,3.5
2t2bk1baxcc136706,Gasoline,3.5
jthff2c22c2521648,Gasoline,2.5
jthbk1eg2c2509884,Gasoline,3.5
2t2bk1ba3cc148969,Gasoline,3.5
jthcf5c22c2035670,Gasoline,2.5
2t2bk1ba7cc134315,Gasoline,3.5
2t2bk1ba9cc137300,Gasoline,3.5
jthbk1eg4c2485734,Gasoline,3.5
jthbk1eg2c2481648,Gasoline,3.5
jthbf5c20c5164727,Gasoline,2.5
jthbf5c29c5163866,Gasoline,2.5
jthcf5c26c2035980,Gasoline,2.5
jthbf5c28c5166371,Gasoline,2.5
jthbk1eg0c2487819,Gasoline,3.5
jthdl1ef8c5004766,Gasoline,4.6
jthbk1eg8c2509565,Gasoline,3.5
2t2bk1ba0cc124032,Gasoline,3.5
jthbk1eg3c2506606,Gasoline,3.5
jthbe5c20c5029430,Gasoline,3.50
2t2bk1baxcc132137,Gasoline,3.5
2t2bk1ba7cc132094,Gasoline,3.5
jthbf5c26c5183346,Gasoline,2.5
2t2bk1ba5cc130389,Gasoline,3.5
jthcf5c28c5057090,Gasoline,2.5
2t2bk1ba4cc137432,Gasoline,3.5
jthbk1eg2c2483223,Gasoline,3.5
2t2bk1ba6cc134127,Gasoline,3.5
jthbk1eg6c2480518,Gasoline,3.5
jthcl5ef5c5015274,Gasoline,4.6
jthbf5c29c5165956,Gasoline,2.5
2t2bk1ba4cc125975,Gasoline,3.5
jthcf5c27c5060028,Gasoline,2.5
jthbk1eg0c2475296,Gasoline,3.5
jthcl5ef9c5014841,Gasoline,4.6
2t2bk1ba3cc132304,Gasoline,3.5
jthbf5c27c5184084,Gasoline,2.5
jthcf5c26c5059548,Gasoline,2.5
jthcl5ef0c5012850,Gasoline,4.6
jthbk1eg4c2486026,Gasoline,3.5
2t2bk1ba7cc133052,Gasoline,3.5
2t2bk1ba5cc129601,Gasoline,3.5
2t2bk1baxcc139718,Gasoline,3.5
jthcf5c28c5054030,Gasoline,2.5
2t2bk1ba8cc144142,Gasoline,3.5
jthcf5c28c5060376,Gasoline,2.5
jthff2c23c2522131,Gasoline,2.5
jthbf5c21c5181097,Gasoline,2.5
jthcf5c25c5054180,Gasoline,2.5
jthcf5c20c5053275,Gasoline,2.5
jthbk1eg3c2498605,Gasoline,3.5
jthbk1eg2c2513272,Gasoline,3.5
jthbk1eg0c2477405,Gasoline,3.5
jthbk1eg4c2493915,Gasoline,3.5
jthbk1eg3c2490519,Gasoline,3.5
2t2zk1ba4cc080695,Gasoline,3.5
2t2zk1ba8cc078870,Gasoline,3.5
2t2bk1ba5cc127380,Gasoline,3.5
3lnhl2gc9cr805081,Gasoline,3.5
2lmdj6jk2cbl14737,Gasoline,3.7
2lmdj8jk6cbl01470,Gasoline,3.7
2t2zk1ba9cc083642,Gasoline,3.5
2t2bk1ba4cc149659,Gasoline,3.5
2t2bk1ba8cc131391,Gasoline,3.5
2t2bk1ba3cc133677,Gasoline,3.5
3lnhl2gc6cr806706,Gasoline,3.5
2t2bk1ba1cc123052,Gasoline,3.5
jtjbc1baxc2427798,Gasoline,3.5
2t2zk1baxcc073153,Gasoline,3.5
2lmdj6jk9cbl13181,Gasoline,3.7
2t2bk1ba9cc134686,Gasoline,3.5
jtjzb1ba4c2406897,Gasoline,3.5
jtjbc1ba1c2433229,Gasoline,3.5
2lmdj6jk5cbl08432,Gasoline,3.7
2t2bk1ba1cc149487,Gasoline,3.5
3lnhl2gc2cr805780,Gasoline,3.5
2t2zk1ba4cc085363,Gasoline,3.5
2t2bk1ba3cc131816,Gasoline,3.5
2lmdj6jk8cbl18338,Gasoline,3.7
2t2bk1ba6cc130949,Gasoline,3.5
3lnhl2gc8cr810305,Gasoline,3.5
2lmdj6jk7cbl06052,Gasoline,3.7
3lnhl2gc0cr806085,Gasoline,3.5
2t2bk1ba2cc139972,Gasoline,3.5
2t2bk1baxcc133529,Gasoline,3.5
2t2bk1ba5cc129341,Gasoline,3.5
2t2zk1ba9cc076786,Gasoline,3.5
2t2zk1ba4cc066571,Gasoline,3.5
2t2bk1ba8cc140592,Gasoline,3.5
2t2zk1ba1cc074417,Gasoline,3.5
2t2zk1ba5cc078261,Gasoline,3.5
1lnhl9ft7cg804545,Gasoline,3.5
2t2zk1ba4cc084133,Gasoline,3.5
2t2bk1baxcc141128,Gasoline,3.5
jtjbc1ba3c2045659,Gasoline,3.5
2t2zk1ba8cc080456,Gasoline,3.5
wmwsu3c55ct260657,Gasoline,1.6
wmwsu3c5xct185938,Gasoline,1.6
jm1bl1m76c1612683,Gasoline,2.0
wmwsu3c57ct258683,Gasoline,1.6
wmwzf3c58ct189771,Gasoline,1.6
wmwsu3c56ct255547,Gasoline,1.6
wmwsv3c58cty27814,Gasoline,1.6
wmwzg3c56cty39064,Gasoline,1.6
jm1bl1uf6c1538950,Gasoline,2.0
