vin,fuel_type,engine_volume
jn8az08t57w524507,Gasoline,3.5
jn8az08w17w600623,Gasoline,3.5
1g2zh18n474218973,Gasoline,3.5
1n4ba41e07c852791,Gasoline,3.5
1g2zg57n274189694,Gasoline,3.5
1g2zg58b674202001,Gasoline,2.4
1g8al58f07z145976,Gasoline,2.2
2g2wp552871209468,Gasoline,3.8
1g2zf58b574160472,Gasoline,2.4
1g2zh58n574234400,Gasoline,3.5
jtkde167170181660,Gasoline,2.4
1g2al15f277189559,Gasoline,2.2
5gzer33707j140154,Gasoline,3.6
5gzcz53477s868542,,3.5
3n1ab61e77l611980,Gasoline,3.5
jn8az08t37w528135,Gasoline,3.5
1n6ad07u67c430865,Gasoline,4
1g2zh35n774156050,Gasoline,3.5
1g2al15f877366325,Gasoline,2.2
5n1bv28u07n106924,Gasoline,3.5
2ckdl63f976090853,,3.4
4s4bp61cx77335263,,2.500000
3n1bc13e97l370389,Gasoline,1.8
5gzer33777j164984,Gasoline,3.6
jtkde167670159606,Gasoline,2.4
1g2zf58b674278188,Gasoline,2.4
jtkde167770204942,Gasoline,2.4
2t1br32e57c715395,Gasoline,1.8
1nxbr32e77z856032,Gasoline,1.8
1nxbr32ex7z839029,Gasoline,1.8
1nxbr30e77z808162,Gasoline,1.8
jtmbd33v976030157,Gasoline,2.4
4t1bk46k47u043421,Gasoline,3.5
jtnbe46k173119464,Gasoline,2.4
4t1be46k87u528541,Gasoline,2.4
jtebu11f770064760,Gasoline,4.0
wvwhv71k37w123604,Gasoline,1.984000
3vwrf31y17m422259,Gasoline,2.480000
jtebu11fx70083609,Gasoline,4.0
3vwef71k97m053443,Gasoline,2.480000
2t1br32e37c780181,Gasoline,1.8
jtmbk31v676015432,Gasoline,3.5
jtmzk31vx75010934,Gasoline,3.5
5tdzk23c27s037075,Gasoline,3.5
4t1be46k37u684809,Gasoline,2.4
2t1br32e37c755135,Gasoline,1.8
jtebu11f570037380,Gasoline,4.0
3vwpg71k07m071139,Gasoline,2.480000
4t1bk46k17u043229,Gasoline,3.5
4t1bk46k27u515616,Gasoline,3.5
4t1be46k97u611119,Gasoline,2.4
jtdkb20u477653319,Gasoline,1.5
jtdbt923671085250,Gasoline,1.5
4t1be46k07u600932,Gasoline,2.4
5tdzt38a67s289471,Gasoline,4.7
19uua66226a006929,Gasoline,3.211864544
wbanf33556cs34698,Gasoline,3
wbavb17536nk35217,Gasoline,3
wvwak73c07p014690,Gasoline,1.984000
yv1rs592772626429,,
wbaek13496cn78316,Gasoline,4.8
yv4cz982271333900,Gasoline,3.2
wbane53596ck85426,Gasoline,3
waudf78e56a213602,Gasoline,1.984000
wbavb13566pt16125,Gasoline,3
5uxfa13506ly27233,Gasoline,3
jh4cl95996c021063,Gasoline,2.359737216
wbavb13536pt06135,Gasoline,3
wbavd13586kv12400,Gasoline,3
2hnyd18926h542277,Gasoline,3.474057568
waudh74f56n149501,Gasoline,3.123000
5uxfa13576ly46278,Gasoline,3
2hnyd18956h531628,Gasoline,3.474057568
wauac48h66k003895,Gasoline,1.781000
2g4wc582361148382,Gasoline,3.8
waumf78p36a068612,Gasoline,1.984000
wbxpa93466wg80576,Gasoline,3
wbabv13406jt24564,Gasoline,2.5
2g4we587661180376,Gasoline,3.6
waumf68p86a000901,Gasoline,1.984000
2hnyd18626h523119,Gasoline,3.474057568
1g4he57yx6u144195,Gasoline,4.6
wbabw53466pz40738,Gasoline,3
wbane73556cm32062,Gasoline,3
2g4wc582761298642,Gasoline,3.8
waudh78e56a188663,Gasoline,3.123000
wbavb17586nk36010,Gasoline,3
waudf78e26a282862,Gasoline,1.984000
19uua66266a060542,Gasoline,3.211864544
waubf78ex6a263306,Gasoline,1.984000
2gcek13t561193612,,5.3
1gchk24u16e129012,Gasoline,6
2g1wb58k669313567,Flexible Fuel Vehicle (FFV),3.5
1g1ak55f667702731,Gasoline,2.2
1g6kd57y86u153901,Gasoline,4.6
3gcec14v26g191854,Gasoline,4.8
1gcek19v46z103544,Gasoline,4.8
1g1ak55f967658238,Gasoline,2.2
1g6dw677960193993,Gasoline,3.6
1gchg35u261201610,Gasoline,6
2gcec13v161220707,Gasoline,4.8
1g6dp577960169796,Gasoline,3.6
2cndl13f966190939,,3.4
2g1wt55k469412681,Flexible Fuel Vehicle (FFV),3.5
1gcdt196868236248,Gasoline,3.5
1g6dp577660193182,Gasoline,3.6
1gahg35ux61194236,Gasoline,6
1gyee637560214665,Gasoline,3.6
kl1td666x6b556756,Gasoline,1.6
1gyee637760137944,Gasoline,3.6
1g1yy36u665133339,Gasoline,6
1g6dm57t060181647,,
1gyee637060140264,Gasoline,3.6
2cndl23f366151785,,3.4
3g5da03l26s628140,Gasoline,3.50
1gnek13t76r103584,,5.3
2c3ka43r36h285468,Gasoline,2.7
2b3ka43g86h184731,Gasoline,3.5
3a8fy48b46t363115,Gasoline,2.4
2g1wd58c869424883,,5.3
1gnds13s362281584,Gasoline,4.2
2g1wd58c669369947,,5.3
1gndv23l36d142730,Gasoline,3.50
1gnek13tx6r121917,,5.3
3a4fy48b36t254064,Gasoline,2.4
2c3ka63h96h168979,Gasoline,5.7
3a4fy48b46t370051,Gasoline,2.4
1g1zt51f46f203678,Gasoline,2.2
1gnet13mx62110690,Gasoline,5.3
1g1zt51f76f168635,Gasoline,2.2
1gndt13s462327744,Gasoline,4.2
2g1wk151769320659,Gasoline,3.9
2g1wl16c769381149,,5.3
3a4fy58b96t273613,Gasoline,2.4
2c3lk53g66h242488,Gasoline,3.5
2g1wt58k769419510,Flexible Fuel Vehicle (FFV),3.5
2b3ka43r06h364402,Gasoline,2.7
1gndt13s562335772,Gasoline,4.2
2c3la63h46h104837,Gasoline,5.7
1gnds13s662245873,Gasoline,4.2
1g1zt51826f112569,Gasoline,3.5
3a4fy58b76t212762,Gasoline,2.4
2c3ka73w16h118887,Gasoline,6.1
1gnes16s266140207,Gasoline,4.2
1gndt13s662358557,Gasoline,4.2
1d7hu182x6s520521,Gasoline,5.7
1d7hu18216s616151,Gasoline,5.7
1ftww31p26ed32376,Diesel,6
2b3ka53h46h185826,Gasoline,5.7
2d4fv47t66h524568,Gasoline,2.7
3d7mx48cx6g252058,Diesel,5.9
1d4hd58276f140789,Gasoline,5.7
1ftww33p46ec27562,Diesel,6
1b3el46x36n208928,Gasoline,2.4
1fmfu18516la52292,Gasoline,5.4
3d7ks28d66g137573,Gasoline,5.7
1ftww31p36eb74582,Diesel,6
1fmyu93166ka76864,Gasoline,3.0
1d4hd48n76f116092,Gasoline,4.7
2b3ka43r56h315180,Gasoline,2.7
1d4hd38k76f113385,Gasoline,3.7
1fmeu63e06ua32464,Gasoline,4.0
1d7ha16n76j178165,Gasoline,4.7
2b3ka53h06h130919,Gasoline,5.7
2b3ka53h86h176952,Gasoline,5.7
1d7ha18246j114927,Gasoline,5.7
1fmfu175x6la92887,Gasoline,5.4
2b3ka53h76h294684,Gasoline,5.7
1ftpw14516fa23981,Gasoline,5.4
1fmeu74e86za07822,Gasoline,4.0
2fmza51686ba12341,,3.9
1ftsw21p96eb91394,Diesel,6
1ftsx21p16ea80609,Diesel,6
1ftsw21p06eb03364,Diesel,6
1ftyr10u96pa54950,Gasoline,3.0
