vin,fuel_type,engine_volume
jhlrd68423c012811,Gasoline,2.359737216
2hkyf18113h548522,Gasoline,3.474057568
5fnrl18523b158771,Gasoline,3.474057568
jhmes96603s016111,Gasoline,1.343739248
1hgcm66513a091920,Gasoline,2.998832712
2hges267x3h523091,Gasoline,1.671480528
kmhdn55d13u087380,Gasoline,2
1hgem22523l008183,Gasoline,1.671480528
jhmcm56623c042584,Gasoline,2.359737216
1gkec13tx3r155183,Gasoline,5.3
jhmcm56663c042541,Gasoline,2.359737216
jnkcv54ex3m202065,Gasoline,3.5
sajea51d93xc96055,,2.5
jthbf30g230087408,Gasoline,3.0
1j4fa49s13p341643,Gasoline,4
sajea51d33xd14873,,2.5
1j4gk48k83w629264,Gasoline,3.7
1j4gw48s33c570579,Gasoline,4
sajea51d83xd24704,,2.5
jnras08u33x000933,Gasoline,3.5
jtjgf10u830158352,Gasoline,3.0
wdbrf64j73f330231,Gasoline,3.20
wdbrf84j43f383450,Gasoline,3.20
wdblk70g33t137626,Gasoline,4.30
wdbtj75j13f008094,Gasoline,5.0
5lmfu28rx3lj27797,Gasoline,5.4
5lmfu28r03lj09146,Gasoline,5.4
wdbng84j03a339440,Gasoline,5.0
wdbrf61j53a507120,Gasoline,2.60
wdbuf65j63a300305,Gasoline,3.20
2c4rdgeg9er431380,Gasoline,3.6
2c4rdgeg9er392547,Gasoline,3.6
2c4rdgcg6er242219,Gasoline,3.6
2c4rdgeg3er431262,Gasoline,3.6
2c4rdgcg5er183762,Gasoline,3.6
2c4rdgeg8er385654,Gasoline,3.6
1c4rdjag3ec278202,Gasoline,3.6
1c4rdjag2ec278451,Gasoline,3.6
2c4rdgeg4er431318,Gasoline,3.6
2c4rdgcg2er347551,Gasoline,3.6
2c4rdgcg2er178891,Gasoline,3.6
5n1ed28y13c669795,Gasoline,3.3
1n4bl11d93c338187,Gasoline,3.50
1g2hy52k734146825,,3.8
1n4al11d83c174507,Gasoline,2.5
jn1da31a33t409798,Gasoline,3.5
4a3ac44g13e203512,Gasoline,2.4
4a3ac44g23e101068,Gasoline,2.4
jn1da31a23t402034,Gasoline,3.5
1g2hz541734100316,,3.8
1g2nf52e23m575969,Gasoline,3.4
4s3bh806337656662,,3.000000
2t1br32e73c074714,Gasoline,1.8
1nxbr32e83z047794,Gasoline,1.8
1g8ju54f13y526061,Gasoline,2.2
2t1br32ex3c044123,Gasoline,1.8
4t1bf32k43u043336,Gasoline,3.0
5gzcz43dx3s809442,Gasoline,2.2
yv1cm59h931021218,,
yv1sw61t832295077,Gasoline,2.4
yv1rh59h632272805,,
3vwbk21c33m414430,Gasoline,1.984000
jt2bk12u430070820,Gasoline,1.5
wvwnd63b53e154799,Gasoline,1.781000
2hnyd18622h526581,Gasoline,3.474057568
wvwuk63b03p348145,Gasoline,3.999000
3vwsk69m43m007415,Gasoline,1.984000
jh4dc53822c026624,Gasoline,1.999221808
wvwrh63b63p114192,Gasoline,2.771000
5tdbt44a53s160239,Gasoline,4.7
1g4cw54k924218577,,3.8
2g4wb52k421263014,,3.8
wbads43402ge10213,Gasoline,2.5
2gcec19t421222693,,5.3
wauld64b72n029336,Gasoline,2.671000
waujt64b62n129521,Gasoline,2.976000
wbaet37402nj21203,Gasoline,2.4941111408
1g6kd54yx2u149475,Gasoline,4.6
wbabs33472pg85742,Gasoline,2.5
2gcek19vx21280117,Gasoline,4.8
2gcec19v121416325,Gasoline,4.8
5uxfa53512lp43620,Gasoline,3
5uxfa53522lv71145,Gasoline,3
2c4gp54l72r558593,Gasoline,3.8
1gnds13s622203858,Gasoline,4.2
1gnek13z92j232875,Flexible Fuel Vehicle (FFV),5.3
1gndt13s022180848,Gasoline,4.2
1gnek13zx2j227944,Flexible Fuel Vehicle (FFV),5.3
1c3el65r32n233713,Gasoline,2.7
1fmzu62e82ud01713,Gasoline,4.0
1fmru17l22la97538,Gasoline,5.4
1b4hs38n32f212421,Gasoline,4.7
1b3es26c02d567125,,2
1fmzu62ex2zc22787,Gasoline,4.0
1b4gp45362b644529,Gasoline,3.3
1fmzu63e22ub09850,Gasoline,4.0
2ftrx18l22ca87242,Gasoline,5.4
2fmza52472bb23602,Gasoline,3.8
1gkec16z52j178996,Flexible Fuel Vehicle (FFV),5.3
1ftnf20l72eb30289,Gasoline,5.4
1gkds13s822333573,Gasoline,4.2
1ftyr14u42ta59730,Gasoline,3.0
1ftnx21s82eb25704,Gasoline,6.8
2hges16532h520542,Gasoline,1.671480528
2hkrl185x2h590685,Gasoline,3.474057568
1gkek13t62r159460,,5.3
2hkrl18642h551549,Gasoline,3.474057568
