vin,fuel_type,engine_volume
1fadp3f2xel296311,Gasoline,2.0
1fadp3k28el302435,Gasoline,2.0
1fadp3f26el314609,Gasoline,2.0
1fadp3f28el216407,Gasoline,2.0
1fadp3k20el296436,Gasoline,2.0
2fmgk5d84ebd24172,Gasoline,3.5
1fadp3f25el296345,Gasoline,2.0
1fadp3k24el318924,Gasoline,2.0
1fadp3f21el251435,Gasoline,2.0
1fadp3f20el104393,Gasoline,2.0
2fmgk5b8xebd03992,Gasoline,3.5
1fadp3k21el296784,Gasoline,2.0
1fadp3k29el296726,Gasoline,2.0
1fadp3f20el302309,Gasoline,2.0
1fadp3f23el318522,Gasoline,2.0
1fadp3k21el296445,Gasoline,2.0
1fadp3k22el296762,Gasoline,2.0
1fadp3f28el390073,Gasoline,2.0
1fadp3f27el302808,Gasoline,2.0
3fa6p0h91er308803,Gasoline,2.0
1fadp3f21el284029,Gasoline,2.0
1fadp3k29el302962,Gasoline,2.0
1fadp3f25el372520,Gasoline,2.0
3fa6p0h92er294278,Gasoline,2.0
1fadp3f2xel314662,Gasoline,2.0
3fa6p0g73er129484,Gasoline,2.5
1fadp3f26el307384,Gasoline,2.0
3fa6p0h93er279322,Gasoline,2.0
3fa6p0lu2er294406,Gasoline,2.0
1fadp3f27el302811,Gasoline,2.0
1fadp3f28el283296,Gasoline,2.0
1fadp3k22el307288,Gasoline,2.0
1fadp3f23el145570,Gasoline,2.0
1fadp3f23el157282,Gasoline,2.0
3fa6p0h99er294293,Gasoline,2.0
1fadp3k2xel296749,Gasoline,2.0
1fadp3j25el146047,Gasoline,2.0
1fadp3k27el296742,Gasoline,2.0
1fadp3f2xel163838,Gasoline,2.0
1fadp3f28el126514,Gasoline,2.0
1fadp3k29el147197,Gasoline,2.0
1fadp3k2xel296752,Gasoline,2.0
1fadp3f21el253976,Gasoline,2.0
1fadp3f22el168340,Gasoline,2.0
1fadp3k29el283443,Gasoline,2.0
1fadp3f27el154689,Gasoline,2.0
1fadp3f26el273219,Gasoline,2.0
1fadp3k27el302913,Gasoline,2.0
1fadp3k21el314460,Gasoline,2.0
1fadp3f22el302313,Gasoline,2.0
1fadp3f22el281320,Gasoline,2.0
1fadp3f22el302277,Gasoline,2.0
1fadp3k26el273081,Gasoline,2.0
1fadp3f25el284194,Gasoline,2.0
1fadp3k22el302902,Gasoline,2.0
3fa6p0h95er285591,Gasoline,2.0
1fa6p0h71e5399430,Gasoline,2.5
3fa6p0h72er202973,Gasoline,2.5
1fa6p0hd6e5382578,Gasoline,1.5
1fadp3k25el302912,Gasoline,2.0
1fadp3k26el297011,Gasoline,2.0
1fadp3f20el296494,Gasoline,2.0
1fadp3k24el177787,Gasoline,2.0
1fadp3f25el139916,Gasoline,2.0
1fadp3f23el296666,Gasoline,2.0
1fadp3k2xel314439,Gasoline,2.0
1fa6p0h75e5389693,Gasoline,2.5
1fadp3k29el302850,Gasoline,2.0
1fadp3j21el274558,Gasoline,2.0
1fadp3f2xel283901,Gasoline,2.0
1fadp3f2xel296633,Gasoline,2.0
1fadp3f28el307015,Gasoline,2.0
1fadp3k29el278212,Gasoline,2.0
1fadp3k28el273017,Gasoline,2.0
3fa6p0h90er308744,Gasoline,2.0
1fadp3k2xel296962,Gasoline,2.0
1fadp3k25el296710,Gasoline,2.0
1fadp3k21el273070,Gasoline,2.0
1fadp3f22el273153,Gasoline,2.0
1fadp3f23el283884,Gasoline,2.0
1fa6p0h74e5397820,Gasoline,2.5
3fa6p0h98er320222,Gasoline,2.0
3fa6p0h78er214481,Gasoline,2.5
3fa6p0k91er279053,Gasoline,2.0
3fa6p0hd9er214592,Gasoline,1.5
3fa6p0h96er187380,Gasoline,2.0
3fa6p0lu5er204827,Gasoline,2.0
3fa6p0h79er160012,Gasoline,2.5
3fa6p0h72er171644,Gasoline,2.5
3fa6p0lu4er236717,Gasoline,2.0
3fa6p0luxer171551,Gasoline,2.0
3fa6p0h97er279324,Gasoline,2.0
3fa6p0h72er236525,Gasoline,2.5
3fa6p0ru8er262132,Gasoline,2.0
3fa6p0h94er278700,Gasoline,2.0
3fa6p0h99er301646,Gasoline,2.0
3fa6p0lu1er204792,Gasoline,2.0
3fa6p0h90er308016,Gasoline,2.0
3fa6p0k98er138450,Gasoline,2.0
3fa6p0h99er258801,Gasoline,2.0
3fa6p0hdxer209059,Gasoline,1.5
3fa6p0hd0er138227,Gasoline,1.5
3fa6p0h72er165908,Gasoline,2.5
3fa6p0k96er301385,Gasoline,2.0
3fa6p0k96er319899,Gasoline,2.0
3fa6p0k96er301144,Gasoline,2.0
3fa6p0hdxer236424,Gasoline,1.5
3fa6p0h70er138027,Gasoline,2.5
3fa6p0h90er319792,Gasoline,2.0
3fa6p0h76er138338,Gasoline,2.5
3fa6p0hd0er283428,Gasoline,1.5
3fa6p0ruxer152716,Gasoline,2.0
3fa6p0h94er319732,Gasoline,2.0
3fa6p0ru4er261382,Gasoline,2.0
3fa6p0h99er308029,Gasoline,2.0
3fa6p0h98er279493,Gasoline,2.0
3fa6p0h79er138365,Gasoline,2.5
1fa6p0h72e5389716,Gasoline,2.5
3fa6p0h93er258454,Gasoline,2.0
3fa6p0k94er320324,Gasoline,2.0
3fa6p0h77er214424,Gasoline,2.5
3fa6p0h71er243367,Gasoline,2.5
3fa6p0h91er278654,Gasoline,2.0
3fa6p0k93er146021,Gasoline,2.0
3fa6p0h73er324046,Gasoline,2.5
3fa6p0h79er285513,Gasoline,2.5
3fa6p0k95er301801,Gasoline,2.0
1fa6p0h72e5399601,Gasoline,2.5
3fa6p0h79er143887,Gasoline,2.5
3fa6p0lu7er294403,Gasoline,2.0
3fa6p0k93er320010,Gasoline,2.0
3fa6p0k94er279077,Gasoline,2.0
3fa6p0h99er279406,Gasoline,2.0
3fa6p0hd5er166010,Gasoline,1.5
3fa6p0h90er279407,Gasoline,2.0
3fa6p0h71er171831,Gasoline,2.5
3fa6p0h99er261049,Gasoline,2.0
3fa6p0h71er165768,Gasoline,2.5
3fa6p0h91er320272,Gasoline,2.0
3fa6p0h90er323602,Gasoline,2.0
1fa6p0h71e5389688,Gasoline,2.5
3fa6p0h92er279313,Gasoline,2.0
3fa6p0h9xer278880,Gasoline,2.0
3fa6p0lu5er229405,Gasoline,2.0
3fa6p0k9xer301809,Gasoline,2.0
3fa6p0lu3er229354,Gasoline,2.0
3fa6p0h94er308472,Gasoline,2.0
3fa6p0h98er294270,Gasoline,2.0
3fa6p0h71er138327,Gasoline,2.5
3fa6p0h74er138421,Gasoline,2.5
3fa6p0h77er160123,Gasoline,2.5
3fa6p0k99er261089,Gasoline,2.0
3fa6p0h90er279343,Gasoline,2.0
3fa6p0h95er261047,Gasoline,2.0
3fa6p0h75er308835,Gasoline,2.5
3fa6p0k96er301399,Gasoline,2.0
3fa6p0h91er279495,Gasoline,2.0
3fa6p0hd8er137469,Gasoline,1.5
1zvbp8em0e5205839,Gasoline,3.7
1zvbp8em6e5210642,Gasoline,3.7
1zvbp8am1e5248057,Gasoline,3.7
1zvbp8emxe5205895,Gasoline,3.7
1zvbp8em0e5215674,Gasoline,3.7
1zvbp8em2e5323102,Gasoline,3.7
1zvbp8cf8e5255151,Gasoline,5.0
1zvbp8em8e5322861,Gasoline,3.7
1zvbp8cf1e5218670,Gasoline,5.0
1zvbp8em7e5238272,Gasoline,3.7
1fahp2kt6eg101811,Gasoline,3.5
1zvbp8em6e5322826,Gasoline,3.7
1zvbp8emxe5213348,Gasoline,3.7
1zvbp8em8e5213378,Gasoline,3.7
3fa6p0k98er261116,Gasoline,2.0
1zvbp8em5e5322848,Gasoline,3.7
1zvbp8em0e5323051,Gasoline,3.7
1zvbp8em3e5227110,Gasoline,3.7
1zvbp8em1e5220026,Gasoline,3.7
1zvbp8em6e5323099,Gasoline,3.7
1zvbp8am1e5287876,Gasoline,3.7
1zvbp8em4e5213359,Gasoline,3.7
3fa6p0k96er320471,Gasoline,2.0
1zvbp8cf7e5265752,Gasoline,5.0
