vin,fuel_type,engine_volume
2fmhk6cc6abd01017,Gasoline,3.5
nm0ls7dn1at040090,Gasoline,2.0
1gkukmef8ar187604,Gasoline,6.2
1fahp3fn0aw295706,Gasoline,2.0
1hgcp2f31aa034872,Gasoline,2.359737216
kmhdu4ad0au014825,Gasoline,2.0
kmhdu4ad3au055627,Gasoline,2.0
2t2bk1ba6ac025051,Gasoline,3.5
knafu4a26a5260457,Gasoline,2.0
jn8as5mvxaw138570,Gasoline,2.5
jn8as5mv3aw141116,Gasoline,2.5
jf1gh6b61ah813982,,2.5
3n1bc1cpxal381765,Gasoline,1.8
jn8as5mv4aw120209,Gasoline,2.5
1n6aa0ej9an303685,Gasoline,5.6
4m2cn8b78akj18451,Gasoline,2.5
3vwpg3ag5am013894,Gasoline,2.480000
3vwax7aj4am150737,Gasoline,2.480000
jtdbt4k35a4067637,Gasoline,1.5
5tdza3eh1as004660,Gasoline,2.7
2t1bu4eexac523834,Gasoline,1.8
1nxbu4ee5az313527,Gasoline,1.8
2t3df4dv4aw054203,Gasoline,2.5
1g4hd57139u108181,Gasoline,3.9
5uxfe83599l170644,Gasoline,4.8
3gnca13b29s578546,,3.6
waulf78k59n042218,Gasoline,1.984000
2g1wb57n791252034,Gasoline,3.5
2g1wt57k891112058,Flexible Fuel Vehicle (FFV),3.5
1b3lc46b39n500854,Gasoline,2.4
2g1wt57n191251345,Gasoline,3.5
3fahp07z69r211693,Gasoline,2.3
1fmcu94799ka49868,Gasoline,2.5
1ftpw14v39fb18126,Flexible Fuel Vehicle (FFV),5.4
2hgfg12659h534439,Gasoline,1.802577040
1g1pc5sb4e7126371,Gasoline,1.4
1g1pc5sbxe7150514,Gasoline,1.4
1g1pc5sbxe7163084,Gasoline,1.4
1g1pc5sb8e7157364,Gasoline,1.4
1j8gs48kx9c525450,Gasoline,3.7
5fnyf38609b006083,Gasoline,3.474057568
knade243896479052,Gasoline,1.6
jnkcv64f69m654022,Gasoline,3.7
1lnhm93r69g600320,Gasoline,3.7
wmwmm33519tp73762,Gasoline,1.6
wmwmf73579tt95920,Gasoline,1.6
5fnrl38989b010471,Gasoline,3.5
salsh23489a202595,Gasoline,4.2
1j4ga69109l748375,Gasoline,3.8
knafe221895627121,Gasoline,2
kmhcm36cx9u139350,Gasoline,1.6
wddgf81x09f207575,Gasoline,3.0
1yvhp82ax95m52227,,2.50
jn8az18w19w137522,Gasoline,3.5
wdbuf87xx9b385570,Gasoline,3.5
4t1be46k39u811707,Gasoline,2.4
1g2zk57k394234066,Flexible Fuel Vehicle (FFV),3.5
wp1ac29p69la81216,Gasoline,4.8
2t1bu40ex9c119550,Gasoline,1.8
2t1ku40e59c034860,Gasoline,1.8
jtdbl40e699059405,Gasoline,1.8
1g2zj57k294231582,Flexible Fuel Vehicle (FFV),3.5
jtmbk31v99d001412,Gasoline,3.5
2v8hw34179r595233,Gasoline,3.7
3vwjm71k39m178588,Gasoline,2.480000
trudd38j081003125,Gasoline,3.189000
waudf78e78a077427,Gasoline,1.984000
2v8hw54x79r549885,Gasoline,4.0
wbanw13508cz85005,Gasoline,3.0
1g1ak18fx87313145,Gasoline,2.2
3gcek13j28g263740,,5.3
1g6kd57y68u202371,Gasoline,4.6
1g6dr57v280175340,Gasoline,3.6
2gcec19c381245293,,4.8
1g1al58f687164852,Gasoline,2.2
2g1wb58nx89132419,Gasoline,3.5
1gcec19c38z279726,,4.8
2g4wc582881204125,Gasoline,3.8
1g1zh57b284307137,Gasoline,2.4
2b3ka43r98h144453,Gasoline,2.7
2b3ka43r68h195487,Gasoline,2.7
2a8hr44h88r114645,Gasoline,3.3
1gnds13s582165905,Gasoline,4.2
2a8hr54p18r795292,Gasoline,3.8
2b3ka43g88h200767,Gasoline,3.5
1d7ha18208s538408,Gasoline,5.7
1ftwx31r78ea82571,Diesel,6.40
2fmdk36c28ba72855,Gasoline,3.5
1d7hu18278j192449,Gasoline,5.7
1d7hu18278j106542,Gasoline,5.7
1ftsw21r88eb80861,Diesel,6.40
3fahp07z98r213596,Gasoline,2.3
1ftrx12w58kc54555,Gasoline,4.6
1j8gn28kx8w198301,Gasoline,3.7
1j8ft48w88d525922,Gasoline,2.4
1hgcp368x8a004703,Gasoline,3.474057568
1j8ft28w28d637300,Gasoline,2.4
jthbk262782060928,Gasoline,2.5
1yvhp84c985m32998,,2.3
jthbk262785062340,Gasoline,2.5
3lnhm26t28r625320,Gasoline,3.5
knade123386304607,Gasoline,1.6
5gakrbkd6fj111893,Gasoline,3.6
1g1pe5sb4e7447336,Gasoline,1.4
1n4al24e08c101309,Gasoline,2.5
4a3ak64f88e020606,Gasoline,2.4
3n1ab61e88l714259,Gasoline,2.0
5tdzk23c88s183692,Gasoline,3.5
2g2wp552281171334,Gasoline,3.8
4usfe83537ly63170,Gasoline,4.8
wbanb53537cp05904,Gasoline,4.8
jtdjt923885199031,Gasoline,1.5
wauaf78e87a108265,Gasoline,1.984000
yv4bz982281034954,Gasoline,3.2
1gcgg25v571217607,Gasoline,4.8
1gyee637370171946,Gasoline,3.6
1g1al15f877201993,Gasoline,2.2
2cndl13f476230782,,3.4
2c3la53g57h697529,Gasoline,3.5
2c3ka53gx7h884339,Gasoline,3.5
2a8gm48l57r202477,Gasoline,3.8
2g1wt58k379243296,Flexible Fuel Vehicle (FFV),3.5
2g1wu58r979367437,,3.9
1ftne14w87da32659,Gasoline,4.6
2b3ka43g67h851538,Gasoline,3.5
2d4gp44l47r198137,Gasoline,3.8
2d4gp44lx7r360577,Gasoline,3.8
2d4gp44l27r143203,Gasoline,3.8
1fmdk06117ga07628,Gasoline,3.0
1gkfc13c97r407290,,4.8
1ftpx04557kb19967,Gasoline,5.4
