vin,fuel_type,engine_volume
1g8zs57n98f149736,Gasoline,3.5
4t1be46k38u208531,Gasoline,2.4
4t1bb46k78u059212,Gasoline,2.4
jteds41a082010307,Gasoline,3.5
jteds41a782065532,Gasoline,3.5
4t1be46k18u245738,Gasoline,2.4
jtees42a182109060,Gasoline,3.5
4t1bk36bx8u273735,Gasoline,3.5
jtdjt923285211724,Gasoline,1.5
jtmbd31v186056143,Gasoline,2.4
jtmbk33vx85063388,Gasoline,3.5
19uua66247a010322,Gasoline,3.211864544
3vwpg31y48m403033,Gasoline,2.480000
yv1as982581069288,Gasoline,3.2
3vwjz71k38m104622,Gasoline,2.480000
wbawl73527px45557,Gasoline,3.0
wbavc73597ac79742,Gasoline,3.0
wbavc53537fz73816,Gasoline,3.0
waudh78e97a039920,Gasoline,3.123000
wa1av94l27d066349,Gasoline,4.163000
wbawb73557p033661,Gasoline,3.0
waudf78e57a231485,Gasoline,1.984000
wauaf78e37a264357,Gasoline,1.984000
wbane53577cw66452,Gasoline,3.0
wbavc73507kp32122,Gasoline,3.0
waudf78ex7a050494,Gasoline,1.984000
wbavc73577kp35082,Gasoline,3.0
1c4rdhdg3ec537629,Gasoline,3.6
1c4rdhdg1ec537595,Gasoline,3.6
1c4rdhag8ec382810,Gasoline,3.6
wbaek13537cn80847,Gasoline,4.8
wbanb53527cp07594,Gasoline,4.8
wbanf73527cu26198,Gasoline,3.0
wbxpc93447wf19882,Gasoline,3.0
1g4hd572x7u148537,Gasoline,3.8
3g5da03l97s584977,Gasoline,3.50
1gyfk66857r234056,,6.2
1gyfk63817r166276,,6.2
1gyfk66807r370899,,6.2
1g6dp577670154612,Gasoline,3.6
1gyfk63887r150723,,6.2
1gyfk66857r238382,,6.2
1gyfk668x7r344228,,6.2
3gcec13j47g505648,,5.3
1gnfk16327j165958,Flexible Fuel Vehicle (FFV),5.3
3gnfk16397g306929,Flexible Fuel Vehicle (FFV),5.3
2gcek19j471707635,,5.3
1g1am15b377115212,Gasoline,2.4
1gcfg15x671103834,Gasoline,4.3
2g1wb58k979161348,Flexible Fuel Vehicle (FFV),3.5
1g1ak55f077113501,Gasoline,2.2
1gcgg25vx71237156,Gasoline,4.8
kl1tg56617b065382,Gasoline,1.6
1g1zs58f07f228720,Gasoline,2.2
2g1wc58r579258203,,3.9
1gnec13097r165489,Flexible Fuel Vehicle (FFV),5.3
1gnfc13057r223988,Flexible Fuel Vehicle (FFV),5.3
1g1zt58f17f300134,Gasoline,2.2
1gnfc13j57r142305,,5.3
1gnfc13j47j385229,,5.3
2g1wt58n979332011,Gasoline,3.5
1g1zt68n97f109560,Gasoline,3.5
1gnds13s072212725,Gasoline,4.2
1c3lc46k97n518839,Gasoline,2.4
1a8hw582x7f520601,Gasoline,5.7
1a8hx58247f506934,Gasoline,5.7
1gndu23137d171003,Gasoline,3.9
3a4fy58bx7t514001,Gasoline,2.4
2c3ka53g47h795396,Gasoline,3.5
1gndt13s972124947,Gasoline,4.2
2b3ka43g27h676964,Gasoline,3.5
2a8gp64l47r110351,Gasoline,3.8
1b3jb48bx7d504166,Gasoline,2.0
1d8hb58p87f517101,Flexible Fuel Vehicle (FFV),4.7
1b3hb48b67d526678,Gasoline,2.0
1d8gu28k67w556567,Gasoline,3.7
2d4fv47t17h891637,Gasoline,2.7
1d8gu58k37w558780,Gasoline,3.7
2fmdk36c37bb08972,Gasoline,3.5
1fmyu03147ka06048,Gasoline,3.0
1fmcu94127ka23685,Gasoline,3.0
1fmyu03z57ka64658,Gasoline,2.3
2fmdk36c97bb61434,Gasoline,3.5
1ftrx12w97na55117,Gasoline,4.6
1ftpx14547fa72901,Gasoline,5.4
1ftsw21p97ea15592,Diesel,6
2fmda52287ba05803,,4.2
2c4rdgcgxer253420,Gasoline,3.6
2c4rdgcg5er254121,Gasoline,3.6
2c4rdgeg4er181255,Gasoline,3.6
2c4rdgcg9er263288,Gasoline,3.6
2c4rdgcg9er323151,Gasoline,3.6
2c4rdgeg1er178412,Gasoline,3.6
2c4rdgcgxer321148,Gasoline,3.6
1gkev23737j161138,Gasoline,3.6
1fafp53u87a154693,Gasoline,3.0
3fahp07z97r135755,Gasoline,2.3
3fahp07167r140809,Gasoline,3.0
1gkfk16387j317464,Flexible Fuel Vehicle (FFV),5.3
1gkfk16387j243947,Flexible Fuel Vehicle (FFV),5.3
1ftyr14u47pa62983,Gasoline,3.0
1gkfc16j57r186300,,5.3
1gkfk63807j358930,,6.2
1hgcm56377a066941,Gasoline,2.359737216
1hgcm82607a008008,Gasoline,2.998832712
1hgcm66507a059773,Gasoline,2.998832712
1gtdt13e478221702,Gasoline,3.7
1gkfk66887j389483,,6.2
1gkdt13s572278181,Gasoline,4.2
1gket63m072150014,Gasoline,5.3
1gkfk668x7j389761,,6.2
1hgcm56717a093992,Gasoline,2.359737216
1hgcm82617a005778,Gasoline,2.998832712
jhlre38337c023423,Gasoline,2.359737216
5fnrl38837b064412,Gasoline,3.5
2hkyf18417h526133,Gasoline,3.474057568
1hgfa16847l106102,Gasoline,1.802577040
2hkyf18767h525957,Gasoline,3.474057568
5fnrl38657b043530,Gasoline,3.5
5j6re48757l004453,Gasoline,2.359737216
2hkyf184x7h515535,Gasoline,3.474057568
1hgfa16897l125518,Gasoline,1.802577040
5fnrl38857b070373,Gasoline,3.5
1hgfa165x7l027913,Gasoline,1.802577040
2hjyk163x7h543958,Gasoline,3.474057568
5nmsh13e77h022022,Gasoline,3.3
kmhfc46f87a212343,Gasoline,3.8
5n3aa08c47n803586,Gasoline,5.6
